BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,PRICE_LOG,SQFT_LOG,PRICE_PER_SQFT,PRICE_PER_SQFT_LOG,BEDS_PER_SQFT,BATH_PER_SQFT,DIST_TO_MANHATTAN,DIST_TO_JFK_AIRPORT,DIST_TO_LAGUARDIA_AIRPORT,DIST_TO_TIMES_SQUARE,LOCALITY_GROUPED,SUBLOCALITY_GROUPED,BEDS_TIMES_BATH,SQFT_TIMES_DISTANCE
Brokered by BERGEN BASIN REALTY,Condo for sale,649000,3,2.0,1150.0,1120 Bergen Ave Unit 88,"Brooklyn, NY 11234","1120 Bergen Ave Unit 88Brooklyn, NY 11234",New York,Kings County,Brooklyn,Bergen Beach,1120,"1120 Bergen Ave #88, Brooklyn, NY 11234, USA",40.6280068,-73.9155812,13.38318953651709,7.048386408721883,564.3478260869565,6.33744116312217,0.0026086956521739,0.0017391304347826,0.1647645338040858,0.1381223715394536,0.1545903658048577,0.1476037622815889,Kings County,Brooklyn,6.0,189.47921387469864
Brokered by E Realty International Corp,Co-op for sale,289000,1,1.0,2184.207862,97-40 62nd Dr Unit 11C,"Rego Park, NY 11374","97-40 62nd Dr Unit 11CRego Park, NY 11374",New York,Queens County,Queens,Rego Park,97-40,"97-40 62nd Dr #11c, Rego Park, NY 11374, USA",40.7325379,-73.8601516,12.574185427296197,7.6894662343551055,132.31341440890756,4.8927028553465925,0.0004578318837678,0.0004578318837678,0.1220175114439331,0.1227062323558555,0.046473369782813,0.1279083262300468,Queens County,Queens,1.0,266.51160779751376
Brokered by Cana Realty,House for sale,1288000,3,4.0,2184.207862,21-26 81st St,"East Elmhurst, NY 11370","21-26 81st StEast Elmhurst, NY 11370",United States,New York,Queens County,Queens,81st Street,"21-26 81st St, Flushing, NY 11370, USA",40.7701118,-73.8892017,14.06860196204365,7.6894662343551055,589.687466292986,6.381287055691235,0.0013734956513035,0.0018313275350713,0.0830205669827005,0.1701060479881054,0.0166484636567496,0.0970569847158366,New York,Queens County,12.0,181.33417511131216
Brokered by East Coast REALTORS Inc,Co-op for sale,379000,2,1.0,900.0,144-40 71 Ave Unit 2,"Kew Gardens Hills, NY 11367","144-40 71 Ave Unit 2Kew Gardens Hills, NY 11367",New York,Queens County,Queens,Flushing,144-40,"144-40 71st Ave #2, Flushing, NY 11367, USA",40.7282764,-73.8208847,12.84529412258351,6.803505257608338,421.1111111111111,6.045268575851406,0.0022222222222222,0.0011111111111111,0.1600009891564757,0.0969299990253246,0.0720103435004312,0.1672772829497567,Queens County,Queens,2.0,144.00089024082814
Brokered by Douglas Elliman - 280 Metropolitan,Co-op for sale,378023,3,1.0,2184.207862,301 E 22nd St Apt 2G,"New York, NY 10010","301 E 22nd St Apt 2GNew York, NY 10010",New York,New York County,New York,Manhattan,301,"301 E 22nd St #2g, New York, NY 10010, USA",40.7371253,-73.9806613,12.842712964649682,7.6894662343551055,173.07098219757253,5.159463159692345,0.0013734956513035,0.0004578318837678,0.046938142675009,0.2240838422951997,0.1138361088485521,0.0214281617919056,New York County,New York,3.0,102.52266025843257
Brokered by Top Nest Inc,House for sale,479900,3,2.0,1088.0,971 Schenck Ave,"Brooklyn, NY 11207","971 Schenck AveBrooklyn, NY 11207",United States,New York,Kings County,Brooklyn,Schenck Avenue,"971 Schenck Ave, Brooklyn, NY 11207, USA",40.6567481,-73.8802564,13.081335111611615,6.9930151229329605,441.0845588235294,6.091501173335855,0.0027573529411764,0.0018382352941176,0.1556776830973839,0.1033178293159979,0.1203146774694137,0.1460416467812248,New York,Kings County,6.0,169.3773192099537
Brokered by COMPASS,Condo for sale,749000,1,2.0,908.0,112-01 Queens Blvd Unit 8A,"Queens, NY 11375","112-01 Queens Blvd Unit 8AQueens, NY 11375",New York,Queens County,Queens,Forest Hills,112-01,"112-01 Queens Blvd #8a, Forest Hills, NY 11375, USA",40.7190009,-73.8365029,13.52649559761195,6.812345094177479,824.8898678414097,6.716461432720362,0.001101321585903,0.0022026431718061,0.1491710540594895,0.0972025132865398,0.0689807095441886,0.1540164459050434,Queens County,Queens,2.0,135.44731708601643
Brokered by Momentum Real Estate LLC,Multi-family home for sale,868000,3,4.0,2024.0,108 Dutchess Ave,"Staten Island, NY 10304","108 Dutchess AveStaten Island, NY 10304",United States,New York,Richmond County,Staten Island,Dutchess Avenue,"108 Dutchess Ave, Staten Island, NY 10304, USA",40.5963657,-74.0997473,13.673948145715556,7.613324979540639,428.8537549407114,6.063445046049814,0.0014822134387351,0.0019762845849802,0.226702684443262,0.3247708067449814,0.2890579127679837,0.1979345661924199,New York,Richmond County,12.0,458.8462333131623
Brokered by Brown Harris Stevens,Condo for sale,995000,3,2.0,1175.0,2545 Frederick Douglass Blvd Apt D,"Manhattan, NY 10030","2545 Frederick Douglass Blvd Apt DManhattan, NY 10030",New York,New York County,New York,Manhattan,2545,"2545 Frederick Douglass Blvd c, New York, NY 10030, USA",40.817538,-73.94614,13.81049902116535,7.069874128458572,846.8085106382979,6.74265479736579,0.0025531914893617,0.0017021276595744,0.0425908375592676,0.2435103165042518,0.0827987116083382,0.0713721447344811,New York County,New York,6.0,50.04423413213944
Brokered by Charles Rutenberg Realty Inc,House for sale,758000,4,2.0,1216.0,960 E 40th St,"Brooklyn, NY 11210","960 E 40th StBrooklyn, NY 11210",United States,New York,Kings County,Brooklyn,East 40th Street,"960 E 40th St, Brooklyn, NY 11210, USA",40.6318515,-73.9382094,13.538439983884851,7.104144092987527,623.3552631578947,6.436719538345267,0.0032894736842105,0.0016447368421052,0.1548046783550407,0.1603879488010656,0.1586250749428022,0.1347213602240176,New York,Kings County,8.0,188.24248887972956
Brokered by BHHS New York Properties,Co-op for sale,4050000,4,3.0,2184.207862,1060 Fifth Ave Unit 3C,"New York, NY 10128","1060 Fifth Ave Unit 3CNew York, NY 10128",New York,New York County,New York,Manhattan,1060,"1060 5th Ave #3c, New York, NY 10128, USA",40.7822029,-73.959633,15.214227685996272,7.6894662343551055,1854.2191292597768,7.525758097045869,0.0018313275350713,0.0013734956513035,0.0116017359653622,0.2297996025179563,0.0857970362973586,0.0354243144945701,New York County,New York,12.0,25.340602908392377
Brokered by Diamond Real Inc,Condo for sale,599000,1,1.0,935.0,727 Ocean View Ave Apt D3,"Brooklyn, NY 11235","727 Ocean View Ave Apt D3Brooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,727,"727 Ocean View Ave APT D3, Brooklyn, NY 11235, USA",40.5801457,-73.9605103,13.303018546545276,6.841615476477592,640.6417112299465,6.464030065707783,0.0010695187165775,0.0010695187165775,0.203235620831039,0.192388580624163,0.2149332142191571,0.1796013283207568,Kings County,Brooklyn,1.0,190.02530547702145
Brokered by Re/Max In The City,Multi-family home for sale,1999000,6,4.0,3850.0,6140 Delafield Ave,"Bronx, NY 10471","6140 Delafield AveBronx, NY 10471",United States,New York,Bronx County,The Bronx,Delafield Avenue,"6140 Delafield Ave, Bronx, NY 10471, USA",40.9110703,-73.9017893,14.508158113732536,8.25608813381491,519.2207792207793,6.254253296893407,0.0015584415584415,0.001038961038961,0.1455824266749911,0.2967744222411713,0.1370179353098738,0.1744648905556025,New York,Bronx County,24.0,560.4923426987158
Brokered by BHHS Fillmore R.E.,House for sale,680000,3,2.0,1296.0,605 E 57th St,"Brooklyn, NY 11234","605 E 57th StBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,East 57th Street,"605 E 57th St, Brooklyn, NY 11234, USA",40.6381159,-73.9218484,13.429849547739444,7.167809184316444,524.6913580246913,6.26471426870358,0.0023148148148148,0.0015432098765432,0.1531534187518123,0.1437836603907828,0.1468008712350485,0.1357340179003408,New York,Kings County,6.0,198.48683070234875
Brokered by Five Towns Miller Realty Inc,Condo for sale,759000,3,2.0,2184.207862,156 Beach 9th St Apt 5A,"Far Rockaway, NY 11691","156 Beach 9th St Apt 5AFar Rockaway, NY 11691",New York,Queens County,Queens,Far Rockaway,156,"156 Beach 9th St #5a, Far Rockaway, NY 11691, USA",40.5958861,-73.7436025,13.539758373899955,7.6894662343551055,347.4943997797953,5.853622160573027,0.0013734956513035,0.0009156637675356,0.294702674503404,0.0570306919076037,0.2230908783421207,0.291196354852639,Queens County,Queens,6.0,643.6918986027621
Brokered by TREBACH REALTY INC,Co-op for sale,1235000,3,2.0,2184.207862,2501 Palisade Ave Apt D2,"Bronx, NY 10463","2501 Palisade Ave Apt D2Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2501,"2501 Palisade Ave Apt D2, Bronx, NY 10463, USA",40.8799728,-73.9221419,14.026582337760486,7.6894662343551055,565.4223764532901,6.339340048049168,0.0013734956513035,0.0009156637675356,0.1085865394763532,0.2787701103336755,0.1137613494797348,0.1374467634229666,Bronx County,The Bronx,6.0,237.17557323162407
Brokered by Charles H. Greenthal Property,Co-op for sale,449000,1,2.0,1213.0,27110 Grand Central Pkwy Apt 5L,"Floral Park, NY 11005","27110 Grand Central Pkwy Apt 5LFloral Park, NY 11005",New York,Queens County,Queens,Queens Village,27110,"27110 Grand Central Pkwy #5l, Queens Village, NY 11005, USA",40.7564761,-73.7212008,13.014780393893403,7.101675971619444,370.1566364385821,5.9166241741489,0.0008244023083264,0.0016488046166529,0.2514128716908607,0.1284642089138007,0.1541581370276858,0.2643035932253818,Queens County,Queens,2.0,304.963813361014
Brokered by Fillmore Real Estate,House for sale,693000,4,2.0,2184.207862,220-19 135th Ave,"Springfield Gardens, NY 11413","220-19 135th AveSpringfield Gardens, NY 11413",United States,New York,Queens County,Queens,135th Avenue,"220-19 135th Ave, Jamaica, NY 11413, USA",40.6775526,-73.7497393,13.448786721172445,7.6894662343551055,317.27749545111743,5.76292362946718,0.0018313275350713,0.0009156637675356,0.2453265075185462,0.0460280383163287,0.159093140805153,0.2491081930231335,New York,Queens County,8.0,535.8440864790108
Brokered by Infinity LUXXE Estates LLC,House for sale,550000,3,2.0,1221.0,10229 Davenport Ct,"Howard Beach, NY 11414","10229 Davenport CtHoward Beach, NY 11414",United States,New York,Queens County,Queens,Davenport Court,"10229 Davenport Ct, Jamaica, NY 11414, USA",40.653784,-73.8286059,13.21767537538882,7.108244139731541,450.4504504504504,6.112465622538903,0.0024570024570024,0.0016380016380016,0.1924985849579366,0.052025918452349,0.1312180390449752,0.1883526832057641,New York,Queens County,6.0,235.04077223364055
Brokered by Master Associates Inc.,Multi-family home for sale,1229000,6,5.0,2816.0,7550 Amboy Rd,"Staten Island, NY 10307","7550 Amboy RdStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,Amboy Road,"7550 Amboy Rd, Staten Island, NY 10307, USA",40.5086315,-74.2470232,14.021712202217492,7.943427767876373,436.43465909090907,6.0809273439944,0.0021306818181818,0.0017755681818181,0.3891161717925527,0.48732935309757,0.4594717573806829,0.3613572096008199,New York,Richmond County,30.0,1095.7511397678284
Brokered by Arc Realty Llc,House for sale,1249000,3,4.0,2400.0,1187 Rhinelander Ave,"Bronx, NY 10461","1187 Rhinelander AveBronx, NY 10461",United States,New York,Bronx County,The Bronx,Rhinelander Avenue,"1187 Rhinelander Ave, Bronx, NY 10461, USA",40.8533232,-73.8509691,14.037854589747909,7.783640596221253,520.4166666666666,6.256549466210363,0.00125,0.0016666666666666,0.1392363714445658,0.2241957695253183,0.0798180922664145,0.1648789723192426,New York,Bronx County,12.0,334.1672914669579
Brokered by COMPASS,Co-op for sale,2375000,1,2.0,2184.207862,10 Bleecker St Apt 5D,"Manhattan, NY 10012","10 Bleecker St Apt 5DManhattan, NY 10012",New York,New York County,New York,Manhattan,10,"10 Bleecker St #5b, New York, NY 10012, USA",40.7252187,-73.9929764,14.680508416503422,7.6894662343551055,1087.3507239486348,6.992418732040608,0.0004578318837678,0.0009156637675356,0.0618421901831598,0.2306820658106159,0.1297163849583074,0.0336230603403415,New York County,New York,2.0,135.07619800135708
Brokered by COMPASS,Condo for sale,1395000,2,2.0,1065.0,5-49 Borden Ave Unit 8G,"Queens, NY 11101","5-49 Borden Ave Unit 8GQueens, NY 11101",New York,Queens County,Queens,Long Island City,May-49,"5-49 Borden Ave #8a, Long Island City, NY 11101, USA",40.7417206,-73.9554071,14.148405690083225,6.97166860472579,1309.8591549295777,7.178438044681556,0.0018779342723004,0.0018779342723004,0.0442907488621443,0.2037697342952885,0.0886831783077879,0.0342140540534155,Queens County,Queens,4.0,47.16964753818368
Brokered by Remax Edge - RE/MAX EDGE,Co-op for sale,300000,1,1.0,800.0,2942 W 5th St Apt 11S,"Brooklyn, NY 11224","2942 W 5th St Apt 11SBrooklyn, NY 11224",New York,Kings County,Brooklyn,Coney Island,2942,"2942 W 5th St #11d, Brooklyn, NY 11224, USA",40.5774084,-73.9732594,12.611541086966117,6.68586094706836,375.0,5.929589143389895,0.00125,0.00125,0.2057019091766475,0.2053517176916791,0.2228212892856504,0.1810059619982718,Kings County,Brooklyn,1.0,164.56152734131803
Brokered by Coldwell Banker Reliable Real Estate,House for sale,699999,5,2.0,2218.0,2318 Holland Ave,"Bronx, NY 10467","2318 Holland AveBronx, NY 10467",United States,New York,Bronx County,The Bronx,Holland Avenue,"2318 Holland Ave, Bronx, NY 10467, USA",40.8602009,-73.8653147,13.458835614025542,7.704811922932594,315.5991884580704,5.757636584139995,0.0022542831379621,0.0009017132551848,0.1309818519372059,0.235635328244517,0.0837524589304738,0.1577641603688893,New York,Bronx County,10.0,290.5177475967228
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,3495000,3,3.0,2184.207862,129 E 69th St Apt 7B,"New York, NY 10021","129 E 69th St Apt 7BNew York, NY 10021",New York,New York County,New York,Manhattan,129,"129 E 69th St #7b, New York, NY 10021, USA",40.7687653,-73.9638365,15.06684421977304,7.6894662343551055,1600.1224337686226,7.378460183382351,0.0013734956513035,0.0013734956513035,0.0161153577788371,0.2252675079463102,0.090204046895584,0.0241908849846386,New York County,New York,9.0,35.199291159479
Brokered by COMPASS,Condo for sale,5200000,2,3.0,1394.0,2 E 55th St Unit 1118,"Manhattan, NY 10022","2 E 55th St Unit 1118Manhattan, NY 10022",New York County,New York,Manhattan,East 55th Street,Regis Residence,"Regis Residence, 2 E 55th St #1118, New York, NY 10022, USA",40.761255,-73.9744834,15.46416937585933,7.240649694255466,3730.272596843616,8.224504633228065,0.0014347202295552,0.0021520803443328,0.0220903766504775,0.2301209286887225,0.1016940494845215,0.0114874061719816,New York,Other,6.0,30.793985050765645
Brokered by Keller Williams NYC,Condo for sale,435000,1,1.0,661.0,109-20 Queens Blvd Unit 3K,"Forest Hills, NY 11375","109-20 Queens Blvd Unit 3KForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,109-20,"109-20 Queens Blvd #3a, Forest Hills, NY 11375, USA",40.7198175,-73.8412403,12.983103608918752,6.495265555937008,658.0937972768533,6.490865857115974,0.0015128593040847,0.0015128593040847,0.1445482564071255,0.1007556216314482,0.0658149660057647,0.1492272238914274,Queens County,Queens,1.0,95.54639748510998
Brokered by Keller Williams Realty Greater Nassau,Co-op for sale,419800,2,1.0,1000.0,72-81 113th St Unit 5M,"Forest Hills, NY 11375","72-81 113th St Unit 5MForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,72-81,"72-81 113th St #5b, Forest Hills, NY 11375, USA",40.7199582,-73.8357232,12.94753606845254,6.90875477931522,419.8,6.0421576614235,0.002,0.001,0.1494685593878441,0.0975066439043051,0.0686110924375862,0.1545324184935948,Queens County,Queens,2.0,149.46855938784412
Brokered by Akcess24homes Inc,Condo for sale,349000,2,1.0,2184.207862,97-52 75th St Unit B42,"Ozone Park, NY 11416","97-52 75th St Unit B42Ozone Park, NY 11416",United States,New York,Queens County,Queens,75th Street,"97-52 75th St, Ozone Park, NY 11416, USA",40.6797517,-73.8624978,12.762830066509972,7.6894662343551055,159.78332743497833,5.080057666263338,0.0009156637675356,0.0004578318837678,0.149990131001107,0.0927443900067844,0.0978268511081186,0.1457818152505015,New York,Queens County,2.0,327.609623355028
Brokered by Chase Global Realty Corp,Condo for sale,580000,2,2.0,2184.207862,93-05 37th Ave Unit 5A,"Jackson Heights, NY 11372","93-05 37th Ave Unit 5AJackson Heights, NY 11372",United States,New York,Queens County,Queens,37th Avenue,"93-05 37th Ave, Jackson Heights, NY 11372, USA",40.7510826,-73.8738365,13.270785106659046,7.6894662343551055,265.54249258535083,5.585533677744948,0.0009156637675356,0.0009156637675356,0.1024927560123645,0.1456629558089811,0.0258179177125123,0.1118775565294997,New York,Queens County,4.0,223.8654834802544
Brokered by O Kane Realty,Co-op for sale,299000,1,1.0,700.0,33-15 81st St Unit 4D,"Jackson Heights, NY 11372","33-15 81st St Unit 4DJackson Heights, NY 11372",New York,Queens County,Queens,Flushing,33-15,"33-15 81st St #4d, Flushing, NY 11372, USA",40.7547282,-73.8859706,12.608202196848836,6.55250788703459,427.1428571428572,6.05945691826135,0.0014285714285714,0.0014285714285714,0.0898276664485959,0.1565312202073437,0.0251969041669754,0.0995831619281177,Queens County,Queens,1.0,62.87936651401718
Brokered by Corcoran Westside Columbus,Condo for sale,950000,2,2.0,1033.0,77 E 110th St Apt 7A,"New York, NY 10029","77 E 110th St Apt 7ANew York, NY 10029",New York,New York County,New York,Manhattan,77,"77 E 110th St #7a, New York, NY 10029, USA",40.7958546,-73.9464985,13.76421831620775,6.941190055068375,919.6515004840272,6.825081572121304,0.0019361084220716,0.0019361084220716,0.0278000705648317,0.2285720437486008,0.0749353679073594,0.054351520157301,New York County,New York,4.0,28.71747289347122
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,845000,1,1.0,2184.207862,120 Central Park S Apt 3G,"New York, NY 10019","120 Central Park S Apt 3GNew York, NY 10019",New York,New York County,New York,Manhattan,120,"120 Central Park S #3g, New York, NY 10019, USA",40.7659315,-73.9773407,13.647093089770562,7.6894662343551055,386.8679417838301,5.960664925461705,0.0004578318837678,0.0004578318837678,0.018233638933025,0.2350103557904238,0.1039211637191421,0.0113790539474954,New York County,New York,1.0,39.82605751038272
Brokered by Kestin Alice N,Co-op for sale,440000,2,1.0,2184.207862,35-38 75th St Unit 3G,"Jackson Heights, NY 11372","35-38 75th St Unit 3GJackson Heights, NY 11372",New York,Queens County,Queens,Flushing,35-38,"35-38 75th St #3c, Flushing, NY 11372, USA",40.7499534,-73.8912443,12.994532278619134,7.6894662343551055,201.44602885785235,5.310473326863964,0.0009156637675356,0.0004578318837678,0.0865540932252747,0.1568668032250633,0.0319919542080472,0.0945985452004995,Queens County,Queens,2.0,189.05213091092605
Brokered by NEUHAUS REALTY INC.,Pending,1280000,5,4.0,3600.0,371 Swinnerton St,"Staten Island, NY 10307","371 Swinnerton StStaten Island, NY 10307",United States,New York,Richmond County,Staten Island,Swinnerton Street,"371 Swinnerton St, Staten Island, NY 10307, USA",40.4995462,-74.2443078,14.062371417145494,8.188966863648876,355.55555555555554,5.8764900637736375,0.0013888888888888,0.0011111111111111,0.3936884909611696,0.4872821078136227,0.462658618330281,0.3657592706621152,New York,Richmond County,20.0,1417.2785674602103
Brokered by Global Realty Center LLC,Multi-family home for sale,2449000,3,2.3738608579684373,3000.0,46 Pulaski St,"Bedford Stuyvesant, NY 11206","46 Pulaski StBedford Stuyvesant, NY 11206",United States,New York,Kings County,Brooklyn,Pulaski Street,"46 Pulaski St, Brooklyn, NY 11206, USA",40.6921191,-73.9498754,14.711190744264153,8.006700845440367,816.3333333333334,6.706047008387992,0.001,0.0007912869526561,0.093446576876682,0.179135057903165,0.1137755568211814,0.0748959619069735,New York,Kings County,7.121582573905312,280.33973063004623
Brokered by Century Homes Realty Group LLC,House for sale,1788000,4,4.0,2716.0,39-22 221st St,"Bayside, NY 11361","39-22 221st StBayside, NY 11361",United States,New York,Queens County,Queens,221st Street,"39-22 221st St, Flushing, NY 11361, USA",40.7661326,-73.7627478,14.396608793999556,7.907283609426348,658.321060382916,6.491210609159678,0.0014727540500736,0.0014727540500736,0.2091416083604562,0.1257730816494503,0.1117720399187515,0.2229006096617972,New York,Queens County,16.0,568.0286083069992
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1799995,2,2.0,2184.207862,207 E 74th St Unit 8M,"New York, NY 10021","207 E 74th St Unit 8MNew York, NY 10021",New York,New York County,New York,Manhattan,207,"207 E 74th St #8b, New York, NY 10021, USA",40.7708932,-73.9586258,14.403295000641702,7.6894662343551055,824.0951016227044,6.715498654385251,0.0009156637675356,0.0009156637675356,0.0175247388534019,0.2222250254851596,0.0848387156425623,0.0298069997128273,New York County,New York,4.0,38.2776723830974
Brokered by Houlihan Lawrence,Pending,205000,1,1.0,660.0,5921 Calloway St Apt 2U,"Corona, NY 11368","5921 Calloway St Apt 2UCorona, NY 11368",New York,Queens County,Queens,Corona,5921,"5921 Calloway St #2a, Corona, NY 11368, USA",40.7376662,-73.8566546,12.230770136157428,6.493753839851686,310.6060606060606,5.741739763762711,0.0015151515151515,0.0015151515151515,0.1232269404132033,0.1243272684635206,0.0428970157889768,0.1304400265394058,Queens County,Queens,1.0,81.32978067271424
"Brokered by BEN BAY REALTY CO OF BAY RIDGE, LLC",House for sale,998888,3,2.0,1780.0,9954 Fort Hamilton Pkwy,"Brooklyn, NY 11209","9954 Fort Hamilton PkwyBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,Fort Hamilton Parkway,"9954 Fort Hamilton Pkwy, Brooklyn, NY 11209, USA",40.6117545,-74.0323281,13.814398940346283,7.484930283289661,561.1730337078652,6.331809691665453,0.0016853932584269,0.0011235955056179,0.1819228544736985,0.2559391791028932,0.2287811692859792,0.1535598164229811,New York,Kings County,6.0,323.8226809631835
Brokered by COMPASS,Townhouse for sale,2950000,4,4.0,2184.207862,111 Nelson St,"Brooklyn, NY 11231","111 Nelson StBrooklyn, NY 11231",United States,New York,Kings County,Brooklyn,Nelson Street,"111 Nelson St, Brooklyn, NY 11231, USA",40.6773575,-74.0013329,14.897316067298997,7.6894662343551055,1350.6040571151464,7.209047356548523,0.0018313275350713,0.0018313275350713,0.1099521167084084,0.2261262279096778,0.1616241836132804,0.0821820754706297,New York,Kings County,16.0,240.1582777580474
NoBroker,Co-op for sale,515000,2,2.0,1200.0,3060 Ocean Ave Apt 6P,"Brooklyn, NY 11235","3060 Ocean Ave Apt 6PBrooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,3060,"3060 Ocean Ave #6p, Brooklyn, NY 11235, USA",40.5866451,-73.949452,13.15192412139156,7.090909822079984,429.1666666666667,6.064172730490559,0.0016666666666666,0.0016666666666666,0.197655010657483,0.1798573490241916,0.2046702989639911,0.1751055683238316,Kings County,Brooklyn,4.0,237.18601278897967
Brokered by NextHome Prestige,House for sale,1150000,3,4.0,3000.0,335 Preston Ave,"Staten Island, NY 10312","335 Preston AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Preston Avenue,"335 Preston Ave, Staten Island, NY 10312, USA",40.5343966,-74.1582874,13.955273369904273,8.006700845440367,383.3333333333333,5.951510231600949,0.001,0.0013333333333333,0.3112154822792755,0.3949313814453449,0.3736672648364111,0.2825844406373469,New York,Richmond County,12.0,933.6464468378264
Brokered by Elegran LLC,Co-op for sale,745000,3,2.0,2184.207862,2500 Johnson Ave Apt 14H,"Bronx, NY 10463","2500 Johnson Ave Apt 14HBronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,2500,"2500 Johnson Ave #14h, Bronx, NY 10463, USA",40.876794,-73.9177034,13.521140839642674,7.6894662343551055,341.0847534070454,5.835058523340715,0.0013734956513035,0.0009156637675356,0.1078909256960942,0.2737636450070709,0.1090357666436094,0.136778629206319,Bronx County,The Bronx,6.0,235.65620814386696
Brokered by COMPASS,Co-op for sale,225000,3,1.0,2184.207862,11 St Nicholas Ave Unit 4D,"Manhattan, NY 10026","11 St Nicholas Ave Unit 4DManhattan, NY 10026",New York,New York County,New York,Manhattan,11,"11 St Nicholas Ave #4b, New York, NY 10026, USA",40.7992319,-73.9526079,12.323860125621126,7.6894662343551055,103.0121738477654,4.64450794851934,0.0013734956513035,0.0004578318837678,0.024615125025477,0.2353624698205376,0.081718515038035,0.0527442870841936,New York County,New York,3.0,53.76454960475999
Brokered by Corcoran West Side,Co-op for sale,6350000,4,4.0,2184.207862,230 Central Park W Apt 3A,"New York, NY 10024","230 Central Park W Apt 3ANew York, NY 10024",New York,New York County,New York,Manhattan,230,"230 Central Park W #3a, New York, NY 10024, USA",40.7836703,-73.9709274,15.663965528349175,7.6894662343551055,2907.232461925824,7.975300774222515,0.0018313275350713,0.0018313275350713,0.0006321019300721,0.2396908603031171,0.0971635622692462,0.0295182142557769,New York County,New York,16.0,1.3806420052489947
Brokered by Corcoran Park Avenue South,Condo for sale,1100000,1,2.0,890.0,247 W 46th St Apt 1506,"New York, NY 10036","247 W 46th St Apt 1506New York, NY 10036",New York,New York County,New York,Manhattan,247,"247 W 46th St APT 1506, New York, NY 10036, USA",40.7598542,-73.9874427,13.910821646859096,6.792344427470809,1235.9550561797753,7.120408038813899,0.0011235955056179,0.0022471910112359,0.0283582883991632,0.2405815129658403,0.1147161953733282,0.0026855429488263,New York County,New York,2.0,25.238876675255295
Brokered by RE/MAX Team,Co-op for sale,199900,3,1.0,550.0,66-36 Yellowstone Blvd Unit 23C,"Forest Hills, NY 11375","66-36 Yellowstone Blvd Unit 23CForest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,6636,"6636 Yellowstone Blvd Apt 23h, Forest Hills, NY 11375, USA",40.7291499,-73.84944,12.20557752297723,6.311734809152915,363.45454545454544,5.898401839844136,0.0054545454545454,0.0018181818181818,0.1331769908430436,0.1131680190248607,0.0536960487373996,0.1390850526476879,Queens County,Queens,3.0,73.247344963674
Brokered by The Agency,Contingent,1495000,3,2.0,1590.0,301 E 52nd St Apt 4B,"New York, NY 10022","301 E 52nd St Apt 4BNew York, NY 10022",New York,New York County,New York,Manhattan,301,"301 E 52nd St #4b, New York, NY 10022, USA",40.7561092,-73.9669846,14.217637433703022,7.372118028337787,940.251572327044,6.847210449579687,0.0018867924528301,0.0012578616352201,0.0273179955670239,0.221039689924236,0.095280602442478,0.0186116942216434,New York County,New York,6.0,43.43561295156814
Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,580000,1,1.0,712.0,245 E 72nd St Apt 4E,"Manhattan, NY 10021","245 E 72nd St Apt 4EManhattan, NY 10021",New York,New York County,New York,Manhattan,245,"245 E 72nd St #4a, New York, NY 10021, USA",40.7692372,-73.9589033,13.270785106659046,6.569481420414296,814.6067415730337,6.703932304449652,0.0014044943820224,0.0014044943820224,0.0185306787444438,0.2214898653093012,0.085248395027304,0.0288731556074126,New York County,New York,1.0,13.193843266044048
Brokered by American Homes Group,House for sale,265000,2,1.0,660.0,19 Vera St,"Staten Island, NY 10305","19 Vera StStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Vera Street,"19 Vera St, Staten Island, NY 10305, USA",40.5849224,-74.0968781,12.487488878546143,6.493753839851686,401.5151515151515,5.997732739666023,0.003030303030303,0.0015151515151515,0.2346685875045231,0.3237250543615239,0.2941598993088095,0.2058177270824085,New York,Richmond County,2.0,154.8812677529853
