BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,MAIN_ADDRESS,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,PRICE_LOG,SQFT_LOG,PRICE_PER_SQFT,PRICE_PER_SQFT_LOG,BEDS_PER_SQFT,BATH_PER_SQFT,DIST_TO_MANHATTAN,DIST_TO_JFK_AIRPORT,DIST_TO_LAGUARDIA_AIRPORT,DIST_TO_TIMES_SQUARE,LOCALITY_GROUPED,SUBLOCALITY_GROUPED,BEDS_TIMES_BATH,SQFT_TIMES_DISTANCE
Brokered by Keller Williams Realty NYC Grp,Multi-family home for sale,799000,7,2.0,2296.0,1341 Fteley Ave,"Bronx, NY 10472","1341 Fteley AveBronx, NY 10472",United States,New York,Bronx County,The Bronx,Fteley Avenue,"1341 Fteley Ave, Bronx, NY 10472, USA",40.8333931,-73.8727914,13.591117476312084,7.739359202689098,347.9965156794425,5.855061938426064,0.0030487804878048,0.0008710801393728,0.1105153765843028,0.214164003281529,0.0565060267721107,0.1355999559054906,New York,Bronx County,14.0,253.74330463755945
Brokered by Corcoran Westside Columbus,Co-op for sale,220000,2,1.0,922.0,3245 Perry Ave Apt 1F,"Bronx, NY 10467","3245 Perry Ave Apt 1FBronx, NY 10467",New York,Bronx County,The Bronx,Norwood,3245,"3245 Perry Ave #1f, Bronx, NY 10467, USA",40.8758111,-73.8765929,12.301387370778713,6.827629234502852,238.6117136659436,5.47901975346843,0.0021691973969631,0.0010845986984815,0.1324607543146974,0.254354688129827,0.0989450798858664,0.1604375632874624,Bronx County,The Bronx,2.0,122.12881547815108
Brokered by Keller Williams NYC,Condo for sale,695000,2,2.0,889.0,42 W 120th St Apt 2D,"New York, NY 10027","42 W 120th St Apt 2DNew York, NY 10027",New York,New York County,New York,Manhattan,42,"42 W 120th St #2d, New York, NY 10027, USA",40.8037811,-73.9462459,13.451668563394817,6.7912214627261855,781.77727784027,6.662848208325304,0.0022497187851518,0.0022497187851518,0.0324101065104743,0.2338229063715099,0.0770847819223744,0.0603058329187198,New York County,New York,4.0,28.81258468781172
Brokered by Corcoran SoHo,Condo for sale,295000,3,1.0,2184.207862,48 W 138th St Apt 6F,"New York, NY 10037","48 W 138th St Apt 6FNew York, NY 10037",New York,New York County,New York,Manhattan,48,"48 W 138th St #6f, New York, NY 10037, USA",40.8153693,-73.9384161,12.59473402514672,7.6894662343551055,135.06040571151465,4.913098946769845,0.0013734956513035,0.0004578318837678,0.0460009980511301,0.2366460925553191,0.0750288010146805,0.0742167785726389,New York County,New York,3.0,100.47574160312514
Brokered by All Going Realty Llc,House for sale,1475000,5,4.0,1928.0,911 Hicksville Rd,"Far Rockaway, NY 11691","911 Hicksville RdFar Rockaway, NY 11691",United States,New York,Queens County,Queens,Hicksville Road,"911 Hicksville Rd, Far Rockaway, NY 11691, USA",40.5999698,-73.7455103,14.204169225721929,7.564757012905729,765.0414937759336,6.64123633769376,0.0025933609958506,0.0020746887966804,0.2906415504330473,0.0526333922346793,0.2186638943175746,0.287347525164442,New York,Queens County,20.0,560.3569092349152
Brokered by Bhuiyan Properties LLC,Condo for sale,474000,2,1.0,750.0,848 43rd St Apt 22,"Brooklyn, NY 11232","848 43rd St Apt 22Brooklyn, NY 11232",New York,Kings County,Brooklyn,Sunset Park,848,"848 43rd St Apt 22, Brooklyn, NY 11232, USA",40.6442712,-73.9986359,13.06896471037963,6.621405651764134,632.0,6.450470422144176,0.0026666666666666,0.0013333333333333,0.1415138308373061,0.2205559140405232,0.1820013905393309,0.1144848977736836,Kings County,Brooklyn,2.0,106.13537312797963
Brokered by COMPASS,Co-op for sale,559000,2,1.0,2184.207862,4523 Broadway Apt 7C,"Manhattan, NY 10040","4523 Broadway Apt 7CManhattan, NY 10040",New York,New York County,New York,Manhattan,4523,"4523 Broadway Apt 7b, New York, NY 10040, USA",40.8589654,-73.9316673,13.2339065410444,7.6894662343551055,255.92802302622604,5.548795979623588,0.0009156637675356,0.0004578318837678,0.0855476083035076,0.2663853261470166,0.1003007844757528,0.1144201537599476,New York County,New York,2.0,186.85375863181795
Brokered by Brown Harris Stevens,Co-op for sale,329000,1,1.0,2184.207862,187 Pinehurst Ave Apt 4I,"Manhattan, NY 10033","187 Pinehurst Ave Apt 4IManhattan, NY 10033",New York,New York County,New York,Manhattan,187,"187 Pinehurst Ave #4a, New York, NY 10033, USA",40.8544444,-73.9377977,12.703816069256568,7.6894662343551055,150.6266897596214,5.021421511535976,0.0004578318837678,0.0004578318837678,0.0787765006626315,0.2663341709894768,0.1004155391194574,0.107596615730463,New York County,New York,1.0,172.06425208816796
Brokered by RE MAX Edge,Co-op for sale,295000,2,1.0,700.0,1275 E 5th St Apt 6A,"Brooklyn, NY 11230","1275 E 5th St Apt 6ABrooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,1275,"1275 E 5th St #6a, Brooklyn, NY 11230, USA",40.6196386,-73.9707307,12.59473402514672,6.55250788703459,421.4285714285714,6.046020370797164,0.0028571428571428,0.0014285714285714,0.1634620736820886,0.1938447905734213,0.1846292941340849,0.1391474370315535,Kings County,Brooklyn,2.0,114.42345157746205
Brokered by E Realty International Corp,Condo for sale,630000,2,2.0,2184.207862,5-42 115th St Unit A,"College Point, NY 11356","5-42 115th St Unit ACollege Point, NY 11356",United States,New York,Queens County,Queens,115th Street,"5-42 115th St, College Point, NY 11356, USA",40.7903558,-73.8528872,13.353476685668044,7.6894662343551055,288.4340867737431,5.667927591552108,0.0009156637675356,0.0009156637675356,0.1185350803664452,0.1667655743775682,0.0250361514111087,0.1365029395928194,New York,Queens County,4.0,258.90525445919144
Brokered by Re/Max In The City,Multi-family home for sale,1700000,3,2.3738608579684373,2484.0,1991 Crotona Ave,"Bronx, NY 10457","1991 Crotona AveBronx, NY 10457",United States,New York,Bronx County,The Bronx,Crotona Avenue,"1991 Crotona Ave, Bronx, NY 10457, USA",40.8467545,-73.8903153,14.346139397261563,7.818027938530729,684.3800322061192,6.529973475964074,0.001207729468599,0.0009556605708407,0.1029282763109364,0.2341021681325086,0.0717345118080607,0.1301441062220678,New York,Bronx County,7.121582573905312,255.673838356366
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,1900000,2,2.0,1029.0,150 Rivington St Apt 3G,"New York, NY 10002","150 Rivington St Apt 3GNew York, NY 10002",New York,New York County,New York,Manhattan,150,"150 Rivington St #3g, New York, NY 10002, USA",40.7193408,-73.9856438,14.45736497045232,6.937314081223682,1846.45286686103,7.521563140649038,0.0019436345966958,0.0019436345966958,0.0653747576904132,0.221731358592067,0.1256081190969846,0.0386594674443452,New York County,New York,4.0,67.27062566343521
Brokered by Listed New York Elite Inc,Co-op for sale,360000,2,1.0,2184.207862,128 W 138th Unit 1I,"New York, NY 10030","128 W 138th Unit 1INew York, NY 10030",New York,New York County,New York,Manhattan,128,"128 W 138th St #1, New York, NY 10030, USA",40.8165004,-73.9411037,12.793862088206213,7.6894662343551055,164.81947815642465,5.110899715634663,0.0009156637675356,0.0004578318837678,0.0449596929910574,0.2393018729008444,0.0779172524788376,0.0734392827705322,New York County,New York,2.0,98.20131490417393
Brokered by Corcoran Brooklyn Heights,House for sale,1699000,3,2.0,2200.0,93 Lexington Ave # 4,"Brooklyn, NY 11238","93 Lexington Ave # 4Brooklyn, NY 11238",United States,New York,Kings County,Brooklyn,Lexington Avenue,"93 Lexington Ave, Brooklyn, NY 11238, USA",40.6870728,-73.9584649,14.345550989235416,7.696667081526462,772.2727272727273,6.650631803015208,0.0013636363636363,0.0009090909090909,0.0968679818714573,0.1860823644837157,0.1233014403478286,0.0759049690853656,New York,Kings County,6.0,213.1095601172061
Brokered by New Group Realty Inc,House for sale,948000,3,2.0,1368.0,30-41 86th St,"East Elmhurst, NY 11369","30-41 86th StEast Elmhurst, NY 11369",United States,New York,Queens County,Queens,86th Street,"30-41 86th St, Flushing, NY 11369, USA",40.7604064,-73.882048,13.762110836088922,7.221835825288449,692.9824561403509,6.542446680850606,0.0021929824561403,0.0014619883040935,0.0919949921732677,0.1580870684937907,0.0183523607462346,0.1034799838855847,New York,Queens County,6.0,125.84914929303028
Brokered by Keller Williams Realty Liberty,Pending,1399000,5,4.0,2184.207862,84-26 87th St,"Woodhaven, NY 11421","84-26 87th StWoodhaven, NY 11421",United States,New York,Queens County,Queens,87th Street,"84-26 87th St, Woodhaven, NY 11421, USA",40.6960034,-73.8584205,14.151268968443643,7.6894662343551055,640.5068053912169,6.463819792559384,0.0022891594188392,0.0018313275350713,0.1424957309950359,0.097179445829918,0.0823831336610189,0.1413958193576176,New York,Queens County,20.0,311.24029594079457
Brokered by EXP Realty,Co-op for sale,150000,3,1.0,600.0,99-10 60 Ave Unit 5L,"Corona, NY 11368","99-10 60 Ave Unit 5LCorona, NY 11368",New York,Queens County,Queens,Corona,99-10,"99-10 60th Ave #5l, Corona, NY 11368, USA",40.7364499,-73.8584826,11.918397239722838,6.398594934535208,250.0,5.525452939131784,0.005,0.0016666666666666,0.1219895245206272,0.1245586843731512,0.0433243614236825,0.1288325530010571,Queens County,Queens,3.0,73.19371471237635
Brokered by Corcoran West Side,Co-op for sale,1195000,2,2.0,2184.207862,444 E 84th St # 3GH,"New York, NY 10028","444 E 84th St # 3GHNew York, NY 10028",New York,New York County,New York,Manhattan,444,"444 E 84th St #3g, New York, NY 10028, USA",40.77475,-73.9488864,13.99365758016748,7.6894662343551055,547.1091011025762,6.306474356735552,0.0009156637675356,0.0009156637675356,0.02382476117319,0.2167415440679587,0.0749172570571138,0.0402631122115453,New York County,New York,4.0,52.038230664753975
Brokered by Keller Williams Realty Greater Nassau,Condo for sale,349980,3,1.0,2184.207862,150-38 Union Tpke Unit 8L,"Flushing, NY 11367","150-38 Union Tpke Unit 8LFlushing, NY 11367",New York,Queens County,Queens,Flushing,150-38,"150-38 Union Tpke #8c, Flushing, NY 11367, USA",40.7187728,-73.811168,12.765634146277788,7.6894662343551055,160.2320026810708,5.082844338166699,0.0013734956513035,0.0004578318837678,0.1724767511400871,0.084234953337913,0.0855957452437873,0.1786908487971399,Queens County,Queens,3.0,376.72507585239583
Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Co-op for sale,670000,1,1.0,2184.207862,400 E 59th St Apt 16B,"New York, NY 10022","400 E 59th St Apt 16BNew York, NY 10022",New York,New York County,New York,Manhattan,400,"400 E 59th St #16b, New York, NY 10022, USA",40.7593483,-73.9617192,13.415034483903348,7.6894662343551055,306.74736212445697,5.729279193539467,0.0004578318837678,0.0004578318837678,0.0255739872043793,0.2182920331609312,0.0894579243081996,0.023818991614463,New York County,New York,1.0,55.8589039144927
Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,800000,2,1.0,900.0,425 E 79th St Apt 7C,"New York, NY 10075","425 E 79th St Apt 7CNew York, NY 10075",New York,New York County,New York,Manhattan,425,"425 E 79th St #7c, New York, NY 10075, USA",40.7720929,-73.9514513,13.592368256649284,6.803505257608338,888.8888888888889,6.791096610987463,0.0022222222222222,0.0011111111111111,0.0226090115241637,0.2171576752088248,0.0776003355798226,0.0368500176675644,New York County,New York,2.0,20.348110371747342
Brokered by Welhome Realty Inc,House for sale,1528000,4,2.0,2184.207862,43-28 169th St,"Flushing, NY 11358","43-28 169th StFlushing, NY 11358",United States,New York,Queens County,Queens,169th Street,"43-28 169th St, Flushing, NY 11358, USA",40.757398,-73.7979996,14.23947090315865,7.6894662343551055,699.567118397269,6.551890176172494,0.0018313275350713,0.0009156637675356,0.1750970341386723,0.1177910849095138,0.0784626586610442,0.1875013664061191,New York,Queens County,8.0,382.4483185785706
Brokered by Keller Williams Rlty Landmark,House for sale,2600000,5,4.0,3024.0,214-42 27th Ave,"Bayside, NY 11360","214-42 27th AveBayside, NY 11360",United States,New York,Queens County,Queens,27th Avenue,"214-42 27th Ave, Flushing, NY 11360, USA",40.7780417,-73.7739629,14.77102238760702,8.014666370464942,859.7883597883598,6.757848666765392,0.0016534391534391,0.0013227513227513,0.1973019513722509,0.1368042693606468,0.1000436147652557,0.2124843862859115,New York,Queens County,20.0,596.6411009496869
Brokered by Douglas Elliman - Franklin Square,Multi-family home for sale,1399000,6,2.0,2184.207862,61-29 75th St,"Middle Village, NY 11379","61-29 75th StMiddle Village, NY 11379",United States,New York,Queens County,Queens,75th Street,"61-29 75th St, Flushing, NY 11379, USA",40.721725,-73.8839773,14.151268968443643,7.6894662343551055,640.5068053912169,6.463819792559384,0.002746991302607,0.0009156637675356,0.1066521918213097,0.1329593294217835,0.0560698416288995,0.1078087855431598,New York,Queens County,12.0,232.9505558756368
Brokered by Homefinders of SI Inc.,Land for sale,225000,3,2.3738608579684373,2184.207862,229 Mosely Ave,"Staten Island, NY 10312","229 Mosely AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Mosely Avenue,"229 Mosely Ave, Staten Island, NY 10312, USA",40.541076,-74.1706195,12.323860125621126,7.6894662343551055,103.0121738477654,4.64450794851934,0.0013734956513035,0.0010868291884064,0.313598076454962,0.4051128337343258,0.3789407430671103,0.2851758248103302,New York,Richmond County,7.121582573905312,684.9633841010052
Brokered by E Realty International Corp,Condo for sale,698000,2,2.0,824.0,142-18 38th Ave Unit 7D,"Flushing, NY 11354","142-18 38th Ave Unit 7DFlushing, NY 11354",New York,Queens County,Queens,Flushing,142-18,"142-18 38th Ave #7d, Queens, NY 11354, USA",40.7616652,-73.826414,13.45597581440824,6.715383386334681,847.0873786407767,6.742983671333532,0.0024271844660194,0.0024271844660194,0.1463640544909804,0.1296997454393837,0.0499652531969908,0.1591282158733662,Queens County,Queens,4.0,120.60398090056788
Brokered by EXCLUSIVE PROPERTIES REALTY INC,Co-op for sale,179000,1,1.0,2184.207862,2239 Troy Ave Unit C6,"Brooklyn, NY 11234","2239 Troy Ave Unit C6Brooklyn, NY 11234",New York,Kings County,Brooklyn,Flatlands,2239,"2239 Troy Ave c6, Brooklyn, NY 11234, USA",40.6192487,-73.9324,12.095146671399466,7.6894662343551055,81.95190719444447,4.418261008469119,0.0004578318837678,0.0004578318837678,0.1683825659374769,0.1558677318488082,0.1681204698770794,0.1485649125860167,Kings County,Brooklyn,1.0,367.7825243443706
Brokered by MCVEY JOAN M,Pending,925000,4,4.0,1672.0,481 Genesee Ave,"Staten Island, NY 10312","481 Genesee AveStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Genesee Avenue,"481 Genesee Ave, Staten Island, NY 10312, USA",40.5522652,-74.1732406,13.73755009757506,7.422373700986824,553.2296650717703,6.317579158733184,0.0023923444976076,0.0023923444976076,0.3067655602237643,0.4050472680804104,0.3741733957130054,0.2785199109927331,New York,Richmond County,16.0,512.9120166941339
Brokered by Sbny Re,Co-op for sale,199000,1,1.0,2184.207862,67-38 108 St Unit D5,"Forest Hills, NY 11375","67-38 108 St Unit D5Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,6738,"6738 108th St Apt D5, Forest Hills, NY 11375, USA",40.7282899,-73.8472,12.201065128819632,7.6894662343551055,91.1085448698014,4.522967717131372,0.0004578318837678,0.0004578318837678,0.1355734010121769,0.1110947915161221,0.0555083941580863,0.141455222745611,Queens County,Queens,1.0,296.1204883688756
Brokered by Clarke Realty,House for sale,570000,3,2.0,1728.0,2953 Pearsall Ave,"Bronx, NY 10469","2953 Pearsall AveBronx, NY 10469",United States,New York,Bronx County,The Bronx,Pearsall Avenue,"2953 Pearsall Ave, Bronx, NY 10469, USA",40.869166,-73.8520258,13.25339339419516,7.455298485683291,329.8611111111111,5.801698683424791,0.0017361111111111,0.0011574074074074,0.1470028785488155,0.2395577964952116,0.094846614181213,0.1737044663261081,New York,Bronx County,6.0,254.02097413235333
Brokered by COMPASS,Co-op for sale,125000,1,1.0,728.0,2191 Bolton St Apt 5D,"Bronx, NY 10462","2191 Bolton St Apt 5DBronx, NY 10462",New York,Bronx County,The Bronx,East Bronx,2191,"2191 Bolton St #5d, Bronx, NY 10462, USA",40.8560699,-73.8688751,11.736077016252436,6.591673732008658,171.7032967032967,5.1515750741615,0.0013736263736263,0.0013736263736263,0.1256781264421952,0.2331656679831326,0.0793356015041202,0.1523780580858705,Bronx County,The Bronx,1.0,91.49367604991816
Brokered by JM Properties,House for sale,774900,3,2.0,1335.0,226 Fingerboard Rd,"Staten Island, NY 10305","226 Fingerboard RdStaten Island, NY 10305",United States,New York,Richmond County,Staten Island,Fingerboard Road,"226 Fingerboard Rd, Staten Island, NY 10305, USA",40.6058796,-74.0681791,13.560490558240303,7.197435354096591,580.4494382022472,6.365524017537274,0.0022471910112359,0.0014981273408239,0.2020198406418743,0.2922336205725992,0.2587537441139132,0.1731370834713614,New York,Richmond County,6.0,269.69648725690223
Brokered by Arash Real Estate & Mgmt,Pending,749000,3,1.0,2184.207862,7 Van Nostrand Ct,"Little Neck, NY 11362","7 Van Nostrand CtLittle Neck, NY 11362",United States,New York,Queens County,Queens,Van Nostrand Court,"7 Van Nostrand Ct, Little Neck, NY 11362, USA",40.7714035,-73.733393,13.52649559761195,7.6894662343551055,342.9160809421168,5.840397676862914,0.0013734956513035,0.0004578318837678,0.2380944715049993,0.1375704785237304,0.1407143914503658,0.252463053259774,New York,Queens County,3.0,520.0478165599546
"Brokered by Robert DeFalco Realty, Inc.",House for sale,630000,2,2.0,1450.0,14 Buffalo St,"Staten Island, NY 10306","14 Buffalo StStaten Island, NY 10306",United States,New York,Richmond County,Staten Island,Buffalo Street,"14 Buffalo St, Staten Island, NY 10306, USA",40.5604211,-74.1344639,13.353476685668044,7.280008252884188,434.4827586206897,6.076455205659696,0.0013793103448275,0.0013793103448275,0.2761177168318261,0.3654266351655609,0.3386806125960296,0.2474422462483333,New York,Richmond County,4.0,400.3706894061479
Brokered by Corcoran Park Slope,Co-op for sale,2995000,3,2.0,2184.207862,35 Prospect Park W Apt 10B,"Brooklyn, NY 11215","35 Prospect Park W Apt 10BBrooklyn, NY 11215",New York,Kings County,Brooklyn,Park Slope,35,"35 Prospect Park W #10b, Brooklyn, NY 11215, USA",40.6703253,-73.9724152,14.912455123421449,7.6894662343551055,1371.2064918846995,7.224175301250336,0.0013734956513035,0.0009156637675356,0.1127812469833927,0.1964710283760233,0.1450645314028558,0.0886457275401933,Kings County,Brooklyn,6.0,246.33768634729023
"Brokered by BEN BAY REALTY, CO.",Pending,1299000,4,2.0,2080.0,79 73rd St,"Brooklyn, NY 11209","79 73rd StBrooklyn, NY 11209",United States,New York,Kings County,Brooklyn,73rd Street,"79 73rd St, Brooklyn, NY 11209, USA",40.6347105,-74.0342611,14.07710606547538,7.640603826393634,624.5192307692307,6.43858207406942,0.0019230769230769,0.0009615384615384,0.161233203911167,0.256245840285184,0.2142462930448507,0.1325818452257348,New York,Kings County,8.0,335.3650641352274
"Brokered by Robert DeFalco Realty, Inc.",Townhouse for sale,598500,3,2.3738608579684373,1500.0,44 Venus Ln,"Staten Island, NY 10314","44 Venus LnStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Venus Lane,"44 Venus Ln, Staten Island, NY 10314, USA",40.5819183,-74.155565,13.302183474822543,7.313886831633462,399.0,5.991464547107982,0.002,0.0015825739053122,0.2728818968709533,0.382107331151721,0.3424860764467515,0.2447996513475653,New York,Richmond County,7.121582573905312,409.32284530643
Brokered by Charles Rutenberg Realty Inc,Co-op for sale,418000,2,1.0,2184.207862,94-11 69 Ave Unit 307,"Forest Hills, NY 11375","94-11 69 Ave Unit 307Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,9411,"9411 69th Ave Apt 307, Forest Hills, NY 11375, USA",40.7155199,-73.8530199,12.94323910384853,7.6894662343551055,191.3737274149597,5.259439977010248,0.0009156637675356,0.0004578318837678,0.1361381869719792,0.1054589255208923,0.0648666422132333,0.1391241740030078,Queens County,Queens,2.0,297.3540983026231
Brokered by Douglas Elliman - 575 Madison Ave,Townhouse for sale,7500000,4,2.0,4250.0,167 E 80th St,"New York, NY 10075","167 E 80th StNew York, NY 10075",United States,New York,New York County,New York,East 80th Street,"167 E 80th St, New York, NY 10075, USA",40.77551,-73.957627,15.830413711839864,8.35490952835879,1764.7058823529412,7.476305822759816,0.0009411764705882,0.0004705882352941,0.0155510266220542,0.2241478704538625,0.0836385510933873,0.0329166254193801,New York,New York County,8.0,66.09186314373046
"Brokered by EXP REALTY, LLC",Condo for sale,395000,1,1.0,519.0,70-13 Park Dr Unit A,"Queens, NY 11367","70-13 Park Dr Unit AQueens, NY 11367",United States,New York,Queens County,Queens,Park Drive East,"7013A Park Dr E, Flushing, NY 11367, USA",40.7267616,-73.8294609,12.886643575525625,6.253828811575473,761.0789980732177,6.636050222325172,0.001926782273603,0.001926782273603,0.1525253676716368,0.0997077084450895,0.0670640781892135,0.1591352832132782,New York,Queens County,1.0,79.16066582157951
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Co-op for sale,278000,1,1.0,750.0,138-28 68th Dr Unit 1A,"Flushing, NY 11367","138-28 68th Dr Unit 1AFlushing, NY 11367",New York,Queens County,Queens,Flushing,138-28,"138-28 68th Dr #1a, Flushing, NY 11367, USA",40.7306353,-73.8276823,12.535379989788607,6.621405651764134,370.6666666666667,5.917997395226109,0.0013333333333333,0.0013333333333333,0.1528066587533948,0.1021724047841758,0.0654656535855136,0.1601725733057271,Queens County,Queens,1.0,114.6049940650461
Brokered by Owner Entry.com,Condo for sale,749000,2,2.0,1258.0,219 Constitution Pl Apt B,"College Point, NY 11356","219 Constitution Pl Apt BCollege Point, NY 11356",United States,New York,Queens County,Queens,Constitution Place,"219 Constitution Pl, College Point, NY 11356, USA",40.7945927,-73.8457338,13.52649559761195,7.138073034044347,595.389507154213,6.390893989097673,0.0015898251192368,0.0015898251192368,0.1259914659638814,0.1675499411391476,0.033346809378554,0.1444770443902044,New York,Queens County,4.0,158.4972641825628
Brokered by Ashford Homes,Townhouse for sale,548000,2,2.0,1354.0,17 Bianca Ct,"Staten Island, NY 10312","17 Bianca CtStaten Island, NY 10312",United States,New York,Richmond County,Staten Island,Bianca Court,"17 Bianca Ct, Staten Island, NY 10312, USA",40.5646084,-74.184535,13.214032390746006,7.2115567333138015,404.7267355982275,6.005679867962781,0.001477104874446,0.001477104874446,0.3053692870862431,0.4136073146543254,0.3761644715487643,0.2775162016451653,New York,Richmond County,4.0,413.4700147147732
Brokered by Homefinders of SI Inc.,Condo for sale,615000,2,4.0,1568.0,253 Windham Loop,"Staten Island, NY 10314","253 Windham LoopStaten Island, NY 10314",United States,New York,Richmond County,Staten Island,Windham Loop,"253 Windham Loop, Staten Island, NY 10314, USA",40.577069,-74.161888,13.329379172803591,7.358193752733032,392.2193877551021,5.97436769467468,0.0012755102040816,0.0025510204081632,0.2807324104997525,0.3891257512745814,0.3504453296949524,0.2526831084679017,New York,Richmond County,8.0,440.188419663612
Brokered by C&R Real Estate Group NY LLC,Land for sale,790000,3,2.3738608579684373,2184.207862,1815 College Point Blvd,"College Point, NY 11356","1815 College Point BlvdCollege Point, NY 11356",United States,New York,Queens County,Queens,College Point Boulevard,"1815 College Point Blvd, College Point, NY 11356, USA",40.7827104,-73.8457691,13.579789490265188,7.6894662343551055,361.6871881765985,5.8935407221926726,0.0013734956513035,0.0010868291884064,0.1254315050653919,0.1567673700837323,0.0288226380293311,0.1418990073361009,New York,Queens County,7.121582573905312,273.9684795063219
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,595000,1,2.0,2184.207862,465 Park Ave Unit 9E,"New York, NY 10022","465 Park Ave Unit 9ENew York, NY 10022",New York,New York County,New York,Manhattan,465,"465 Park Ave #9e, New York, NY 10022, USA",40.761641,-73.9702246,13.296318365198625,7.6894662343551055,272.4099708418685,5.610972393419534,0.0004578318837678,0.0009156637675356,0.0214811565368349,0.2267020472032817,0.0974269507177551,0.0157033348738471,New York County,New York,2.0,46.91931099260765
Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,760000,1,1.0,700.0,404 E 66th St Apt 4N,"New York, NY 10065","404 E 66th St Apt 4NNew York, NY 10065",New York,New York County,New York,Manhattan,404,"404 E 66th St #4n, New York, NY 10065, USA",40.7636004,-73.9583523,13.541075028051122,6.55250788703459,1085.7142857142858,6.990914005941988,0.0014285714285714,0.0014285714285714,0.0233516122666018,0.2178262598849193,0.0853943199249864,0.0277193451482896,New York County,New York,1.0,16.346128586621298
Brokered by BROOKLYN`S 4 U REALTY,Multi-family home for sale,1599000,5,3.0,2424.0,2230 National Dr,"Brooklyn, NY 11234","2230 National DrBrooklyn, NY 11234",United States,New York,Kings County,Brooklyn,National Drive,"2230 National Dr, Brooklyn, NY 11234, USA",40.6062747,-73.9157858,14.284889617206764,7.793586803371584,659.6534653465346,6.493229444205637,0.002062706270627,0.0012376237623762,0.1853049386328631,0.1420709370762719,0.1756674303384925,0.1669749572293155,New York,Kings County,15.0,449.1791712460604
Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,1200000,3,2.0,2184.207862,955 Lexington Ave Unit 5C,"New York, NY 10021","955 Lexington Ave Unit 5CNew York, NY 10021",New York,New York County,New York,Manhattan,955,"955 Lexington Ave #5c, New York, NY 10021, USA",40.7687538,-73.9631311,13.997832948091215,7.6894662343551055,549.3982605214155,6.31064212622427,0.0013734956513035,0.0009156637675356,0.0164596659033506,0.2246797256132619,0.0895025896924246,0.0248195870563972,New York County,New York,6.0,35.951331671991746
Brokered by CENTURY 21 Achievers,House for sale,735000,3,2.0,1600.0,894 E 38th St,"Brooklyn, NY 11210","894 E 38th StBrooklyn, NY 11210",United States,New York,Kings County,Brooklyn,East 38th Street,"894 E 38th St, Brooklyn, NY 11210, USA",40.6334425,-73.9402186,13.507627138738266,7.378383712996714,459.375,6.13204137476523,0.001875,0.00125,0.1528306724849728,0.1623089054001961,0.1580030293766829,0.132532924181922,New York,Kings County,6.0,244.5290759759566
Brokered by KELLER WILLIAMS REALTY LANDMARK II,Pending,749000,3,3.0,1368.0,90-47 176th St,"Jamaica, NY 11432","90-47 176th StJamaica, NY 11432",United States,New York,Queens County,Queens,176th Street,"9047 176th St, Jamaica, NY 11432, USA",40.7088867,-73.7844919,13.52649559761195,7.221835825288449,547.514619883041,6.3072139336591375,0.0021929824561403,0.0021929824561403,0.2009167203158954,0.067888278830002,0.1124166755534855,0.2069211746112477,New York,Queens County,9.0,274.854073392145
Brokered by Cross Country Realty,Multi-family home for sale,769000,4,3.0,2184.207862,1038 E 100th St,"Brooklyn, NY 11236","1038 E 100th StBrooklyn, NY 11236",United States,New York,Kings County,Brooklyn,East 100th Street,"1038 East 100th Street, Brooklyn, NY 11236, USA",40.6426509,-73.8958975,13.552847548877052,7.6894662343551055,352.0727186174737,5.866674037467067,0.0018313275350713,0.0013734956513035,0.1593625307186675,0.1178052457960259,0.1360232382979462,0.1460617091405559,New York,Kings County,12.0,348.08089250393004
Brokered by JM Properties,House for sale,449999,4,3.0,1217.0,46 Elizabeth St,"Staten Island, NY 10310","46 Elizabeth StStaten Island, NY 10310",United States,New York,Richmond County,Staten Island,Elizabeth Street,"46 Elizabeth St, Staten Island, NY 10310, USA",40.6329023,-74.120945,13.017002861746503,7.1049654482698426,369.7608874281019,5.9155573465426405,0.0032867707477403,0.0024650780608052,0.2120917587043233,0.3429478318786951,0.285862153196773,0.1843767408603709,New York,Richmond County,12.0,258.11567034316147
