PRICE,BEDS,BATH,PROPERTYSQFT,ADDRESS,STATE,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LATITUDE,LONGITUDE,PRICE_CAT,PRICE_LOG,SQFT_LOG,PRICE_PER_SQFT,BEDS_PER_SQFT,BATH_PER_SQFT,DIST_TO_MANHATTAN,LOCALITY_GROUPED,BEDS_TIMES_BATH,SQFT_TIMES_DISTANCE
1250000,6,3.0,2400.0,1316 Kearney Ave,"Bronx, NY 10465",United States,New York,Bronx County,The Bronx,40.8392843,-73.8243081,4,14.038654909278163,7.783640596221253,1.8036103717447527,0.0025,0.00125,0.15727016834765767,New York,18.0,377.4484040343784
799000,4,3.0,1344.0,8519 Glenwood Rd,"Brooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.6398093,-73.9109383,3,13.591117476312084,7.20414929203594,1.8865679937167357,0.002976190476190476,0.002232142857142857,0.1554467664294698,New York,12.0,208.92045408120742
879000,3,2.0,2184.207862,66-18 Gray St,"Middle Village, NY 11379",United States,New York,Queens County,Queens,40.714999,-73.878128,3,13.686541314323094,7.6894662343551055,1.7799078501930565,0.0013734956513035386,0.0009156637675356925,0.11532624759784034,New York,6.0,251.8964966981615
963000,4,4.0,2400.0,3 Craig Ave,"Staten Island, NY 10307",United States,New York,Richmond County,Staten Island,40.5168606,-74.2375349,3,13.777809729201323,7.783640596221253,1.770098395330596,0.0016666666666666668,0.0016666666666666668,0.3765869050702243,New York,16.0,903.8085721685383
950000,2,1.0,1000.0,140 W End Ave Apt 7B,"New York, NY 10023",New York,New York County,New York,Manhattan,40.7759205,-73.9861034,3,13.76421831620775,6.90875477931522,1.9922864185913436,0.002,0.001,0.01654256787231799,New York County,2.0,16.54256787231799
410000,2,1.0,2184.207862,85 Elmwood Park Dr Apt 60,"Staten Island, NY 10314",New York,Richmond County,Staten Island,New Springville,40.5800127,-74.1614787,1,12.923914877701906,7.6894662343551055,1.6807297780904813,0.0009156637675356925,0.00045783188376784625,0.27829918270627896,Richmond County,2.0,607.863262855229
269000,1,1.0,900.0,170-40 Highland Ave Unit 404,"Jamaica, NY 11432",New York,Queens County,Queens,Jamaica,40.7125699,-73.79318,1,12.502470376049185,6.803505257608338,1.8376513139411061,0.0011111111111111111,0.0011111111111111111,0.1914826765167181,Queens County,1.0,172.3344088650463
550000,2,1.0,1069.0,4 Dartmouth St Apt 71,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7192373,-73.846265,2,13.217675375388819,6.975413927455952,1.8948947708124788,0.0018709073900841909,0.0009354536950420954,0.14031107823791986,Queens County,2.0,149.99254263633634
865000,3,3.0,2184.207862,50-39 61st St,"Woodside, NY 11377",United States,New York,Queens County,Queens,40.7359218,-73.9035224,3,13.670485941982712,7.6894662343551055,1.7778198805146608,0.0013734956513035386,0.0013734956513035386,0.08249872785079325,New York,9.0,180.19436997670098
690000,3,2.0,1284.0,112 Pearsall St,"Staten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.5884822,-74.0735337,2,13.444448325847754,7.158513997329321,1.87810603302076,0.002336448598130841,0.001557632398753894,0.21988241001164466,New York,6.0,282.32901445495173
330000,3,1.0,2184.207862,83-20 98th St Unit 1U,"Woodhaven, NY 11421",New York,Queens County,Queens,Woodhaven,40.6994276,-73.8518226,1,12.706850963741102,7.6894662343551055,1.6525010418758659,0.0013734956513035386,0.00045783188376784625,0.14578077428974415,Queens County,3.0,318.4155133321067
619000,2,2.0,1200.0,200 Corbin Pl Apt 5N,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40.5768871,-73.9542132,2,13.335862167174314,7.0909098220799835,1.8806983168293194,0.0016666666666666668,0.0016666666666666668,0.20691136145859346,Kings County,4.0,248.29363375031215
899000,3,1.0,1050.0,159 Lander Ave,"Staten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.6141485,-74.1643422,3,13.70903942580019,6.957497370876951,1.9703980749147227,0.002857142857142857,0.0009523809523809524,0.25660966227538734,New York,3.0,269.4401453891567
1175000,2,2.0,1144.0,4 78th St,"Brooklyn, NY 11209",United States,New York,Kings County,Brooklyn,40.6314389,-74.0378384,4,13.976779556623864,7.0431599159883405,1.9844472826601374,0.0017482517482517483,0.0017482517482517483,0.16565556316577415,New York,4.0,189.50996426164562
1395000,2,2.0,1793.0,253 W 73rd St Apt 4F,"New York, NY 10023",New York,New York County,New York,Manhattan,40.780245,-73.9827963,4,14.148405690083225,7.492203042618741,1.8884172798843353,0.0011154489682097045,0.0011154489682097045,0.011942579231060775,New York County,4.0,21.41304456129197
800000,2,2.0,2184.207862,3442 80th St Apt 32,"Queens, NY 11372",New York,Queens County,Queens,Jackson Heights,40.7535399,-73.8868899,3,13.592368256649284,7.6894662343551055,1.7676608287739284,0.0009156637675356925,0.0009156637675356925,0.08934199725783622,Queens County,4.0,195.14149281734834
499000,2,1.0,686.0,430 W 46th St Apt 5E,"Manhattan, NY 10036",New York,New York County,New York,Manhattan,40.7615546,-73.9923686,2,13.120363378739663,6.532334292222349,2.008526017163769,0.0029154518950437317,0.0014577259475218659,0.030204534214591985,New York County,2.0,20.7203104712101
1625000,4,4.0,2743.0,269 W 87th St Apt 7A,"New York, NY 10024",New York,New York County,New York,Manhattan,40.7895034,-73.9769713,4,14.301018989130402,7.917171988845776,1.8063292055899003,0.0014582573824279985,0.0014582573824279985,0.008620408067494154,New York County,16.0,23.645779329136463
799999,3,3.0,1444.0,106-10 217th St,"Jamaica, NY 11429",United States,New York,Queens County,Queens,40.7110987,-73.741186,3,13.592367006650065,7.275864600546533,1.8681445783954065,0.002077562326869806,0.002077562326869806,0.24101997302648626,New York,9.0,348.03284105024613
1139000,4,4.0,3150.0,950 Huguenot Ave,"Staten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5308796,-74.1913113,4,13.94566212039206,8.055475141757274,1.731202924095904,0.0012698412698412698,0.0012698412698412698,0.33475978636008397,New York,16.0,1054.4933270342644
529000,3,2.0,1650.0,401 Harding Park,"Bronx, NY 10473",United States,New York,Bronx County,The Bronx,40.8061399,-73.8579944,2,13.178745601197818,7.409136443920128,1.778715468522945,0.0018181818181818182,0.0012121212121212121,0.1155263816769579,New York,6.0,190.61852976698054
300000,3,1.0,1200.0,2741 E 28th St Apt 4D,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.5862693,-73.9407123,1,12.611541086966115,7.0909098220799835,1.7785504827174292,0.0025,0.0008333333333333334,0.1991778710443997,Kings County,3.0,239.01344525327966
799000,5,4.0,1802.0,8648 26th Ave,"Brooklyn, NY 11214",11214,United States,New York,Kings County,40.5957485,-73.9862201,3,13.591117476312084,7.497207223203318,1.8128240385631267,0.002774694783573807,0.0022197558268590455,0.18795262157325554,United States,20.0,338.6906240750065
869000,6,3.0,1526.0,1032 Rhinelander Ave,"Bronx, NY 10461",United States,New York,Bronx County,The Bronx,40.8505252,-73.856443,3,13.675099554994853,7.3310603052186325,1.865364488307401,0.003931847968545216,0.001965923984272608,0.13309893554810914,New York,18.0,203.10897564641456
749000,3,2.0,1480.0,1238 Pinchot Pl,"Bronx, NY 10461",United States,New York,Bronx County,The Bronx,40.8534458,-73.8484651,3,13.52649559761195,7.300472814267799,1.8528245966721801,0.002027027027027027,0.0013513513513513514,0.141465145020426,New York,6.0,209.3684146302305
240900,2,1.0,875.0,2390 Palisade Ave Apt 4K,"Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,40.8797408,-73.9204193,1,12.392141339694389,6.775366090936392,1.828999521704329,0.002285714285714286,0.001142857142857143,0.10917015946278341,Bronx County,2.0,95.52388952993549
1295000,3,1.0,2184.207862,47-17 39th Ave,"Sunnyside, NY 11104",United States,New York,Queens County,Queens,40.7493551,-73.9158547,4,14.07402202531625,7.6894662343551055,1.8302989565694607,0.0013734956513035386,0.00045783188376784625,0.06482145098730477,New York,3.0,141.58352287271876
549000,5,2.0,1716.0,921 Nugent Ave,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5721728,-74.0972787,2,13.215855541983634,7.448333860897476,1.7743371589939994,0.002913752913752914,0.0011655011655011655,0.2457358791335367,New York,10.0,421.682768593149
129000,1,1.0,750.0,4315 Webster Ave Apt 3J,"Bronx, NY 10470",New York,Bronx County,The Bronx,East Bronx,40.8995193,-73.8623678,1,11.767575435251748,6.621405651764134,1.7772020102886348,0.0013333333333333333,0.0013333333333333333,0.15936718975162298,Bronx County,1.0,119.52539231371723
475000,3,2.0,900.0,131 Roff St,"Staten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.6158816,-74.0822185,2,13.07107218827772,6.803505257608338,1.9212261464280318,0.0033333333333333335,0.0022222222222222222,0.20071646828501305,New York,6.0,180.64482145651175
980000,4,3.0,1408.0,1957 Ryder St,"Brooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.611841,-73.92961,3,13.795308871054397,7.25063551189868,1.9026344447208192,0.002840909090909091,0.002130681818181818,0.17623669646529255,New York,12.0,248.1412686231319
1199000,4,2.0,1824.0,1511 85th St,"Brooklyn, NY 11228",United States,New York,Kings County,Brooklyn,40.6119254,-74.0084031,4,13.99699926803766,7.509335266016592,1.8639465108690665,0.0021929824561403508,0.0010964912280701754,0.17517081473456164,New York,8.0,319.51156607584045
265000,2,1.0,1100.0,1750 E 14th St Apt L4,"Brooklyn, NY 11229",New York,Kings County,Brooklyn,Homecrest,40.6068092,-73.9590334,1,12.487488878546145,7.00397413672268,1.7829147616454974,0.0018181818181818182,0.0009090909090909091,0.17671013643874214,Kings County,2.0,194.38115008261636
262500,1,1.0,2184.207862,750 Kappock St Apt 502,"Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,40.8819467,-73.9200169,1,12.47801017053037,7.6894662343551055,1.6227407456165084,0.00045783188376784625,0.00045783188376784625,0.11131208302112067,Bronx County,1.0,243.1287268703285
1200000,4,4.0,3300.0,2217 Gunther Ave,"Bronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8580056,-73.8365535,4,13.997832948091215,8.101980731853192,1.7277050404548968,0.0012121212121212121,0.0012121212121212121,0.15407961861846226,New York,16.0,508.46274144092547
850000,1,1.0,2184.207862,32 Downing St Apt 2D,"Manhattan, NY 10014",New York,New York County,New York,Manhattan,40.729293,-74.003447,3,13.652992804936396,7.6894662343551055,1.7755449323566002,0.00045783188376784625,0.00045783188376784625,0.06273007458946449,New York County,1.0,137.01552210215476
989000,6,4.0,2720.0,153 Johnson Ave,"Staten Island, NY 10307",United States,New York,Richmond County,Staten Island,40.5119454,-74.2470716,3,13.804450621726684,7.908754738783246,1.7454644982264913,0.0022058823529411764,0.0014705882352941176,0.3868203158932048,New York,24.0,1052.151259229517
1200000,4,4.0,3300.0,2217 Gunther Ave,"Bronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8580056,-73.8365535,4,13.997832948091215,8.101980731853192,1.7277050404548968,0.0012121212121212121,0.0012121212121212121,0.15407961861846226,New York,16.0,508.46274144092547
899999,5,3.0,1800.0,263 W 254th St,"Bronx, NY 10471",United States,New York,Bronx County,The Bronx,40.9016185,-73.8999396,3,13.710150042306449,7.496097345175956,1.8289717183474796,0.002777777777777778,0.0016666666666666668,0.1382920079050488,New York,15.0,248.92561422908784
999000,2,1.0,1050.0,215 W 92nd St Apt 5F,"Manhattan, NY 10025",New York,New York County,New York,Manhattan,40.7921116,-73.9731768,4,13.81451105863119,6.957497370876951,1.9855574960698767,0.0019047619047619048,0.0009523809523809524,0.009225869758459064,New York County,2.0,9.687163246382017
699000,6,2.0,2184.207862,1441 Troy Ave,"Brooklyn, NY 11203",United States,New York,Kings County,Brooklyn,40.6373525,-73.9344092,3,13.457407451830088,7.6894662343551055,1.750109440848429,0.0027469913026070773,0.0009156637675356925,0.1503193158609,New York,12.0,328.3286315138391
60000,3,1.0,445.0,2 E 55th St Unit 809W35,"Manhattan, NY 10022",New York,New York County,New York,Manhattan,40.7613979,-73.9746128,1,11.002116507732017,6.100318952020064,1.803531355370979,0.006741573033707865,0.0022471910112359553,0.021968803978596442,New York County,3.0,9.776117770475416
499999,4,2.0,1248.0,44 Montell St,"Staten Island, NY 10302",United States,New York,Richmond County,Staten Island,40.6289462,-74.1388487,2,13.122363377404328,7.130098510125578,1.8404182436987413,0.003205128205128205,0.0016025641025641025,0.22774872264434123,New York,8.0,284.23040586013786
599999,3,2.0,1272.0,67 Reynolds St,"Staten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.6111849,-74.0753235,2,13.304684934198283,7.149131598557407,1.8610211255424336,0.0023584905660377358,0.0015723270440251573,0.20098881774929642,New York,6.0,255.65777617710503
725000,4,2.0,2000.0,328 Manor Rd,"Staten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.6199521,-74.1237895,3,13.493928313146206,7.601402334583733,1.7751893294416916,0.002,0.001,0.22338485352561613,New York,8.0,446.7697070512323
998888,3,2.0,1780.0,9954 Fort Hamilton Pkwy,"Brooklyn, NY 11209",United States,New York,Kings County,Brooklyn,40.6117545,-74.0323281,4,13.814398940346283,7.484930283289661,1.8456282714065295,0.0016853932584269663,0.0011235955056179776,0.18192285447369858,New York,6.0,323.8226809631835
980000,3,4.0,2700.0,1 Opal Ct,"Brooklyn, NY 11229",United States,New York,Kings County,Brooklyn,40.586018,-73.9252126,3,13.795308871054397,7.901377353792616,1.7459372275686502,0.0011111111111111111,0.0014814814814814814,0.2023762725290641,New York,12.0,546.415935828473
800000,3,2.0,2184.207862,69-10 Penelope Ave,"Middle Village, NY 11379",United States,New York,Queens County,Queens,40.71593,-73.8858453,3,13.592368256649284,7.6894662343551055,1.7676608287739284,0.0013734956513035386,0.0009156637675356925,0.10861507129348583,New York,6.0,237.23789265092228
1299000,3,4.0,4450.0,610 City Island Ave,"Bronx, NY 10464",United States,New York,Bronx County,The Bronx,40.854862,-73.7906694,4,14.07710606547538,8.400884069015854,1.6756696021308723,0.0006741573033707865,0.0008988764044943821,0.19427064158116888,New York,12.0,864.5043550362016
799000,3,2.0,1128.0,1557 E 34th St,"Brooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6169213,-73.9415274,3,13.591117476312084,7.029087564149662,1.9335535874713858,0.0026595744680851063,0.0017730496453900709,0.16880706005510726,New York,6.0,190.414363742161
995000,3,2.0,3080.0,1870 Haight Ave,"Bronx, NY 10461",United States,New York,Bronx County,The Bronx,40.8513854,-73.854324,3,13.81049902116535,8.033009498596668,1.7192185598159675,0.000974025974025974,0.0006493506493506494,0.13536208933507898,New York,6.0,416.9152351520433
1250000,5,3.0,2295.0,1923 66th St,"Brooklyn, NY 11204",United States,New York,Kings County,Brooklyn,40.617019,-73.9878352,4,14.038654909278163,7.738923757439457,1.8140319441424593,0.002178649237472767,0.00130718954248366,0.16691203803213175,New York,15.0,383.0631272837424
1275000,3,4.0,2184.207862,43-02 Orient Ave,"Douglaston, NY 11363",United States,New York,Queens County,Queens,40.7675169,-73.7439734,4,14.058457520888082,7.6894662343551055,1.828274823300154,0.0013734956513035386,0.001831327535071385,0.22776031426297147,New York,12.0,497.47586906477306
749999,6,3.0,3150.0,1817 Amethyst St,"Bronx, NY 10462",United States,New York,Bronx County,The Bronx,40.8453955,-73.868163,3,13.527828485512494,8.055475141757274,1.6793334033629015,0.0019047619047619048,0.0009523809523809524,0.12040495292657478,New York,18.0,379.27560171871056
2650000,5,4.0,4100.0,259 New York Ave,"Brooklyn, NY 11216",United States,New York,Kings County,Brooklyn,40.6711016,-73.9473427,5,14.790070575320824,8.31898612539206,1.7778693644141392,0.0012195121951219512,0.000975609756097561,0.11451118882384184,New York,20.0,469.49587417775155
999000,2,1.0,2184.207862,139 W 85th St Apt 3,"New York, NY 10024",New York,New York County,New York,Manhattan,40.7866659,-73.974142,4,13.81451105863119,7.6894662343551055,1.7965500644128618,0.0009156637675356925,0.00045783188376784625,0.004622878628091313,New York County,2.0,10.09732784454882
279000,2,1.0,2184.207862,84-70 129th St Unit 1V,"Kew Gardens, NY 11415",New York,Queens County,Queens,Kew Gardens,40.7069299,-73.82404,1,12.53897064502647,7.6894662343551055,1.630668535743701,0.0009156637675356925,0.00045783188376784625,0.16570440469103312,Queens County,2.0,361.93286349418423
479000,2,2.0,1008.0,57 Stone Ln Unit 2,"Staten Island, NY 10314",New York,Richmond County,Staten Island,New Springville,40.5782884,-74.1583011,2,13.079457964073546,6.9167150203536085,1.8909927509786104,0.001984126984126984,0.001984126984126984,0.27740694496672613,Richmond County,4.0,279.62620052645997
2300000,2,2.0,1600.0,242 E 7th St Unit Ph,"New York, NY 10009",United States,New York,New York County,New York,40.7236159,-73.9781735,5,14.648420115681892,7.3783837129967145,1.9853155766186723,0.00125,0.00125,0.05989146729760318,New York,4.0,95.82634767616508
294000,1,2.0,1074.0,26910 Grand Central Pkwy Apt 15A,"Floral Park, NY 11005",New York,Queens County,Queens,Glen Oaks,40.7577991,-73.7159564,1,12.591338447675579,6.980075940561763,1.8038970571231658,0.000931098696461825,0.00186219739292365,0.25649450458395767,Queens County,2.0,275.47509792317055
450000,3,2.0,1026.0,97-10 62nd Dr Unit 8E,"Rego Park, NY 11374",New York,Queens County,Queens,Rego Park,40.7323502,-73.8611654,2,13.017005083966255,6.934397209928558,1.8771646171824017,0.0029239766081871343,0.001949317738791423,0.1211740706471397,Queens County,6.0,124.32459648396534
999000,3,2.0,2184.207862,203 W 102nd St Apt 1F,"New York, NY 10025",New York,New York County,New York,Manhattan,40.7982086,-73.9680164,4,13.81451105863119,7.6894662343551055,1.7965500644128618,0.0013734956513035386,0.0009156637675356925,0.015440372499397398,New York County,6.0,33.72498300539239
1999000,4,4.0,3420.0,221 Benedict Rd,"Staten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.5939144,-74.1059876,5,14.508158113732536,8.137688184977605,1.782835343889803,0.0011695906432748538,0.0011695906432748538,0.2322905257670245,New York,16.0,794.4335981232238
1288000,6,3.0,2184.207862,31-50 Buell St,"East Elmhurst, NY 11369",United States,New York,Queens County,Queens,40.760908,-73.861558,4,14.06860196204365,7.6894662343551055,1.8295940879729404,0.0027469913026070773,0.0013734956513035386,0.11186533434446304,New York,18.0,244.3371427604348
639888,5,3.0,1376.0,226 Dover Grn,"Staten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5564024,-74.1975285,2,13.369050002793832,7.227662498728654,1.8497059049375157,0.003633720930232558,0.002180232558139535,0.32033793368568,New York,15.0,440.78499675149567
569900,4,2.0,2180.0,69 Sherman Ave,"Staten Island, NY 10301",United States,New York,Richmond County,Staten Island,40.6395577,-74.0807615,2,13.253217940515357,7.687538766201629,1.7239871360107235,0.001834862385321101,0.0009174311926605505,0.18057716957450512,New York,8.0,393.65822967242116
1630000,7,4.0,2184.207862,47-34 Glenwood St,"Little Neck, NY 11362",United States,New York,Queens County,Queens,40.7704732,-73.7318799,4,14.30409118627969,7.6894662343551055,1.860218999645472,0.0032048231863749236,0.001831327535071385,0.23965297065183694,New York,28.0,523.4519026493975
689888,3,2.0,1300.0,11431 120th St,"South Ozone Park, NY 11420",United States,New York,Queens County,Queens,40.6780811,-73.8188973,2,13.444285994067329,7.170888478512505,1.8748424319180248,0.002307692307692308,0.0015384615384615385,0.18500022103904978,New York,6.0,240.50028735076472
378000,2,1.0,2184.207862,150-10 Melbourne Ave Unit 368A,"Flushing, NY 11367",New York,Queens County,Queens,Flushing,40.7341999,-73.81974,1,12.84265212010087,7.6894662343551055,1.67016171587077,0.0009156637675356925,0.00045783188376784625,0.15915825891234733,Queens County,2.0,347.6347204185806
149000,1,1.0,2184.207862,112-50 Northern Blvd Unit 1E,"Corona, NY 11368",New York,Queens County,Queens,Corona,40.7581299,-73.8569399,1,11.91170829631447,7.6894662343551055,1.5490942977413924,0.00045783188376784625,0.00045783188376784625,0.11695672851964897,Queens County,1.0,255.45780594641693
589000,4,3.0,1320.0,92 Arlington Pl,"Staten Island, NY 10303",United States,New York,Richmond County,Staten Island,40.63567,-74.166895,2,13.286183160425152,7.186144304522325,1.8488611691340515,0.0030303030303030303,0.0022727272727272726,0.24501456676083613,New York,12.0,323.4192281243037
958000,3,2.0,2259.0,50 Tyndale St,"Staten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5292852,-74.1685622,3,13.772604100793789,7.723120092266331,1.7832953438837762,0.0013280212483399733,0.0008853474988933156,0.32151794769169667,New York,6.0,726.3090438355428
195000,1,1.0,2184.207862,44-20 Douglaston Pkwy Unit 2G,"Douglaston, NY 11363",New York,Queens County,Queens,Flushing,40.7659255,-73.7453922,1,12.180759965737863,7.6894662343551055,1.584083939573919,0.00045783188376784625,0.00045783188376784625,0.2264599876161109,Queens County,1.0,494.63568537953216
299000,1,1.0,608.0,51 Seafoam St,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5638362,-74.0989788,1,12.608202196848836,6.411818267709897,1.96640042971026,0.001644736842105263,0.001644736842105263,0.2537795021665077,New York,1.0,154.2979373172367
1750000,4,4.0,3645.0,2-11 147 St,"Whitestone, NY 11357",United States,New York,Queens County,Queens,40.7968959,-73.822999,4,14.375126917328105,8.201385955238608,1.7527680072349283,0.0010973936899862826,0.0010973936899862826,0.1488417389639419,New York,16.0,542.5281385235683
815000,3,2.0,2184.207862,62-14 80th St,"Middle Village, NY 11379",United States,New York,Queens County,Queens,40.722658,-73.877617,3,13.610944619216111,7.6894662343551055,1.7700766482860593,0.0013734956513035386,0.0009156637675356925,0.11140472724708989,New York,6.0,243.33108111705937
989000,5,3.0,2184.207862,34-21 83rd St,"Jackson Heights, NY 11372",United States,New York,Queens County,Queens,40.7531679,-73.8836878,3,13.804450621726684,7.6894662343551055,1.795241724328142,0.0022891594188392313,0.0013734956513035386,0.09248954405363004,New York,15.0,202.0163892747341
1075000,2,2.0,2184.207862,357 W 30th St # 5/6,"New York, NY 10001",United States,New York,New York County,New York,40.7507895,-73.9974127,4,13.887832149776026,7.6894662343551055,1.8060853284884422,0.0009156637675356925,0.0009156637675356925,0.041606178045330365,New York,4.0,90.87654119438238
879000,2,1.0,1000.0,1175 York Ave Apt 7B,"New York, NY 10065",New York,New York County,New York,Manhattan,40.7615369,-73.9579786,3,13.686541314323094,6.90875477931522,1.9810431476451493,0.002,0.001,0.025293728463189252,New York County,2.0,25.293728463189254
999995,2,1.0,2184.207862,126 E 12th St Apt 6A,"New York, NY 10003",New York,New York County,New York,Manhattan,40.7321997,-73.9888999,4,13.815506557956274,7.6894662343551055,1.7966795271473017,0.0009156637675356925,0.00045783188376784625,0.053889952682293914,New York County,2.0,117.70685833147436
430000,2,2.0,1200.0,2727 Palisade Ave Apt 5B,"Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,40.8830657,-73.9206428,2,12.971542813248437,7.0909098220799835,1.829319951701696,0.0016666666666666668,0.0016666666666666668,0.11202308533659983,Bronx County,4.0,134.4277024039198
445000,3,2.0,2184.207862,138-10 Franklin Ave Unit 1K,"Flushing, NY 11355",New York,Queens County,Queens,Flushing,40.7547252,-73.8255572,2,13.005831808336863,7.6894662343551055,1.6913829142300183,0.0013734956513035386,0.0009156637675356925,0.148381112230893,Queens County,6.0,324.0951919070209
999000,3,2.0,1900.0,1123 Bay Ridge Pkwy,"Brooklyn, NY 11228",United States,New York,Kings County,Brooklyn,40.6228038,-74.0109676,4,13.81451105863119,7.550135342488429,1.8297037644994192,0.0015789473684210526,0.0010526315789473684,0.16515548354262907,New York,6.0,313.79541873099527
2299000,6,4.0,2184.207862,99-07 70th Ave,"Forest Hills, NY 11375",United States,New York,Queens County,Queens,40.7171982,-73.8496941,5,14.64798523871695,7.6894662343551055,1.904941746576957,0.0027469913026070773,0.001831327535071385,0.13822709928972127,New York,24.0,301.91671701006385
1225000,4,2.0,1960.0,36-19 217 St,"Bayside, NY 11361",United States,New York,Queens County,Queens,40.7684802,-73.7666662,4,14.018452218287162,7.581209826196346,1.8491048974594226,0.0020408163265306124,0.0010204081632653062,0.20505563609537067,New York,8.0,401.9090467469265
849000,3,2.0,2184.207862,85-05 Eliot Ave,"Rego Park, NY 11374",United States,New York,Queens County,Queens,40.7282284,-73.8732527,3,13.651815643149092,7.6894662343551055,1.7753918447753003,0.0013734956513035386,0.0009156637675356925,0.11227005862584237,New York,6.0,245.22114471776584
1350000,4,3.0,1760.0,75-57 186th St,"Fresh Meadows, NY 11366",United States,New York,Queens County,Queens,40.7293576,-73.7830175,4,14.115615891155079,7.473637108496206,1.8887210719808853,0.0022727272727272726,0.0017045454545454545,0.1957061543845986,New York,12.0,344.4428317168935
1600000,4,4.0,3150.0,780 Ionia Ave,"Staten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5364873,-74.1987178,4,14.285514812209815,8.055475141757274,1.7733919552625519,0.0012698412698412698,0.0012698412698412698,0.33553267071647513,New York,16.0,1056.9279127568966
600000,3,1.0,441.0,1 Central Park W Unit 612,"Manhattan, NY 10023",New York,New York County,New York,Manhattan,40.7691094,-73.98162,2,13.304686600863562,6.091309882077698,2.1842078072582702,0.006802721088435374,0.0022675736961451248,0.017444577620573366,New York County,3.0,7.693058730672854
435000,3,1.0,2184.207862,269 W 72nd St Apt 12D,"New York, NY 10023",New York,New York County,New York,Manhattan,40.7799639,-73.9841598,2,12.983103608918753,7.6894662343551055,1.6884271564796864,0.0013734956513035386,0.00045783188376784625,0.01333384937855936,New York County,3.0,29.12389864337317
4999999,4,4.0,4342.0,8002 Harbor View Ter,"Brooklyn, NY 11209",United States,New York,Kings County,Brooklyn,40.6301693,-74.0384351,5,15.424948470398375,8.376320632534823,1.8414945113831576,0.0009212344541685859,0.0009212344541685859,0.16705794705580548,New York,16.0,725.3656061163074
800000,3,2.3738608579684373,2184.207862,1433 E 105th St,"Brooklyn, NY 11236",United States,New York,Kings County,Brooklyn,40.6388264,-73.8846089,3,13.592368256649284,7.6894662343551055,1.7676608287739284,0.0013734956513035386,0.0010868291884064453,0.16826434636062448,New York,7.121582573905312,367.52430821516714
329000,1,1.0,750.0,302 96th St Apt 4L,"Brooklyn, NY 11209",New York,Kings County,Brooklyn,Fort Hamilton,40.61593,-74.0335829,1,12.703816069256568,6.621405651764134,1.9185980647284318,0.0013333333333333333,0.0013333333333333333,0.1784304769718725,Kings County,1.0,133.82285772890438
599000,4,2.0,2184.207862,106-09 169th St,"Jamaica, NY 11433",United States,New York,Queens County,Queens,40.7003331,-73.7875164,2,13.303018546545275,7.6894662343551055,1.7300314665678433,0.001831327535071385,0.0009156637675356925,0.20146966184656043,New York,8.0,440.05161935973877
699999,4,2.0,2184.207862,18 Pine St,"Brooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6862137,-73.8740777,3,13.458835614025542,7.6894662343551055,1.7502951705404424,0.001831327535071385,0.0009156637675356925,0.13718489816659102,New York,8.0,299.6403331231375
539000,1,1.0,725.0,207-07 Estates Dr Unit 1,"Bayside, NY 11360",New York,Queens County,Queens,Bayside,40.7865988,-73.7862803,2,13.197472705176983,6.587550014824796,2.0033962057938144,0.001379310344827586,0.001379310344827586,0.1849527968145604,Queens County,1.0,134.09077769055628
370000,3,1.0,2184.207862,35 E 30th St Apt 6D,"New York, NY 10016",New York,New York County,New York,Manhattan,40.7450423,-73.9839731,1,12.821260987319457,7.6894662343551055,1.6673798410137295,0.0013734956513035386,0.00045783188376784625,0.04014399846676705,New York County,3.0,87.68283706322855
299000,1,1.0,2184.207862,318 W 36th St Apt 3A,"New York, NY 10018",New York,New York County,New York,Manhattan,40.7538054,-73.9935323,1,12.608202196848836,7.6894662343551055,1.639671963252499,0.00045783188376784625,0.00045783188376784625,0.03683619432637011,New York County,1.0,80.45790525381739
