PRICE,BEDS,BATH,PROPERTYSQFT,LOCALITY,SUBLOCALITY,LATITUDE,LONGITUDE,PRICE_CAT
269000,1,1.0,700.0,Queens County,Queens,40.7318958,-73.8599645,1
4995000,4,4.0,2184.207862,New York,Kings County,40.6712943,-73.9771145,5
1199000,4,2.0,2184.207862,New York,Kings County,40.5783044,-73.9471644,4
2850000,4,4.0,4080.0,New York,Queens County,40.7639241,-73.9190583,5
8250000,6,6.0,3920.0,New York,New York County,40.7250022,-73.9938611,5
780000,2,2.0,825.0,New York,Kings County,40.6288601,-73.9704912,3
1500000,3,2.0,2000.0,New York,Kings County,40.7223911,-73.9355458,4
750000,1,1.0,835.0,New York County,New York,40.7643711,-73.9593578,3
249000,2,1.0,1000.0,Kings County,Brooklyn,40.5926138,-73.9396101,1
499000,3,1.0,472.0,New York County,New York,40.800382,-73.953136,2
849999,4,2.0,1842.0,New York,Kings County,40.6274471,-73.961091,3
335900,1,1.0,670.0,New York,Richmond County,40.5791767,-74.1623976,1
14950000,3,4.0,3228.0,New York,New York County,40.7423282,-73.9911409,5
435000,1,1.0,2184.207862,Kings County,Brooklyn,40.6969047,-73.9948252,2
409000,1,1.0,559.0,Queens County,Queens,40.7523131,-73.8324302,1
499999,2,1.0,800.0,New York,Richmond County,40.594453,-74.1889609,2
2545000,6,2.0,3277.0,New York,Kings County,40.6065609,-73.906028,5
750000,3,2.3738608579684373,1922.0,New York,Richmond County,40.5905967,-74.1527255,3
1275000,5,3.0,2184.207862,New York,Queens County,40.7563571,-73.8819905,4
998000,5,3.0,1574.0,New York,Queens County,40.7190856,-73.9060914,4
589000,3,2.0,1320.0,New York,Kings County,40.5905162,-73.9233755,2
1250000,6,4.0,2184.207862,New York,Richmond County,40.5022937,-74.2429452,4
897888,3,2.0,1260.0,New York,Queens County,40.7292895,-73.8945367,3
500000,3,2.0,1200.0,New York,Queens County,40.7329909,-73.8586242,2
464998,2,2.0,1657.0,Kings County,Brooklyn,40.5855624,-73.9669734,2
2500000,2,2.0,1250.0,New York,New York County,40.7578531,-73.9923304,5
1290000,6,5.0,2340.0,New York,Queens County,40.5832258,-73.8184131,4
355000,1,1.0,514.0,Kings County,Brooklyn,40.6660348,-73.9612418,1
3275000,3,3.0,2184.207862,New York County,New York,40.779101,-73.961095,5
250000,3,1.0,2184.207862,Kings County,Brooklyn,40.6576494,-73.8782466,1
1950000,3,2.0,2184.207862,New York,Queens County,40.721482,-73.7883218,5
890000,6,5.0,2184.207862,New York,Bronx County,40.8610016,-73.9014141,3
720000,3,3.0,2200.0,New York,Kings County,40.6782274,-73.9267868,3
750000,4,3.0,1806.0,New York,Kings County,40.6383047,-73.9417504,3
559900,5,2.0,1886.0,New York,Kings County,40.6211924,-73.905796,2
8999999,6,6.0,5500.0,New York,New York County,40.764386,-73.9658214,5
1100000,5,3.0,1916.0,New York,Kings County,40.6183626,-73.9260392,4
1595000,3,3.0,1413.0,New York,Kings County,40.6915139,-73.935444,4
1075000,5,4.0,2905.0,New York,Queens County,40.5890901,-73.8022167,4
410000,1,1.0,2184.207862,New York County,New York,40.8028416,-73.9670229,1
729000,3,3.0,2184.207862,New York,Queens County,40.7052223,-73.7583006,3
669000,3,1.0,1080.0,New York,Queens County,40.7696159,-73.7403605,2
750000,2,2.0,2184.207862,Kings County,Brooklyn,40.6834662,-73.9504976,3
689000,3,2.0,1484.0,New York,Richmond County,40.6313071,-74.1356833,2
193999,3,1.0,435.0,Richmond County,Staten Island,40.5559755,-74.1387681,1
1088888,5,4.0,2452.0,New York,Richmond County,40.5908557,-74.1037852,4
189000,1,1.0,730.0,Richmond County,Staten Island,40.6109595,-74.060351,1
2200000,2,2.0,1308.0,New York County,New York,40.7740269,-73.9632939,5
260000,2,1.0,2184.207862,New York County,New York,40.8196151,-73.9532441,1
790000,4,3.0,1784.0,New York,Bronx County,40.8510197,-73.8533944,3
2995000,2,2.0,2184.207862,New York County,New York,40.7474421,-73.9813221,5
1895000,3,2.0,1230.0,Kings County,Brooklyn,40.7032131,-73.9845345,5
705000,2,2.0,2184.207862,Queens County,Queens,40.7135957,-73.8863491,3
3550000,4,4.0,2120.0,New York County,New York,40.8115505,-73.959759,5
799000,1,1.0,2184.207862,New York County,New York,40.7536573,-73.9975607,3
235000,1,1.0,850.0,The Bronx,Riverdale,40.8858375,-73.9088586,1
1248888,4,4.0,3500.0,New York,Richmond County,40.5646314,-74.1243252,4
358000,2,1.0,2184.207862,Queens County,Queens,40.7856799,-73.7816,1
2200000,6,4.0,3240.0,United States,New York,40.7070524,-73.9232543,5
2045000,3,2.0,1039.0,New York County,New York,40.7644959,-73.9851321,5
1699000,5,5.0,2184.207862,New York,Queens County,40.7691484,-73.9073703,4
11175000,4,6.0,3841.0,New York County,New York,40.7825765,-73.9578338,5
650000,3,1.0,550.0,New York County,New York,40.7935585,-73.9656011,2
999000,4,4.0,3570.0,New York,Richmond County,40.5898663,-74.1515902,4
1500000,3,3.0,2100.0,New York,Kings County,40.5786182,-73.9420211,4
399990,2,1.0,1000.0,Queens County,Queens,40.7213566,-73.8414009,1
1450000,5,4.0,3252.0,New York,Richmond County,40.5504262,-74.186404,4
209000,1,1.0,1078.0,Bronx County,The Bronx,40.8915963,-73.8989828,1
1380000,5,3.0,2184.207862,New York,Queens County,40.7600366,-73.8692081,4
205000,1,1.0,660.0,Queens County,Queens,40.7376662,-73.8566546,1
370000,1,1.0,680.0,Kings County,Brooklyn,40.6747162,-73.944828,1
749999,6,3.0,3150.0,New York,Bronx County,40.8453955,-73.868163,3
329000,2,1.0,950.0,Kings County,Brooklyn,40.5911414,-73.9676771,1
2500000,5,2.3738608579684373,1450.0,New York,Queens County,40.7679673,-73.8246067,5
968000,4,2.0,2550.0,New York,Bronx County,40.8475868,-73.853875,3
765000,3,2.3738608579684373,2500.0,New York,Bronx County,40.8365023,-73.8919613,3
259000,1,1.0,750.0,Kings County,Brooklyn,40.6491203,-73.9440658,1
385000,1,2.0,900.0,Queens County,Queens,40.7839299,-73.77643,1
2300000,6,2.3738608579684373,4346.0,New York,Richmond County,40.5274146,-74.179841,5
4100000,3,4.0,2200.0,New York County,New York,40.77508,-73.990303,5
639999,3,2.0,1180.0,Bronx County,The Bronx,40.8874214,-73.9034179,2
349000,2,1.0,800.0,Kings County,Brooklyn,40.5844399,-73.9316116,1
529000,2,2.0,1200.0,Queens County,Queens,40.7438826,-73.8873872,2
215000,2,2.0,747.0,New York,Bronx County,40.8233271,-73.8110122,1
600000,3,2.0,1000.0,New York County,New York,40.8052883,-73.9478167,2
1150000,5,3.0,2184.207862,New York,Queens County,40.6529502,-73.8400922,4
699000,2,1.0,1100.0,Kings County,Brooklyn,40.6599761,-73.9622977,3
1600000,4,4.0,3150.0,New York,Richmond County,40.5364873,-74.1987178,4
768000,3,2.0,1065.0,New York,Queens County,40.7693375,-73.7854318,3
185000,2,1.0,600.0,New York County,New York,40.833945,-73.9432359,1
649000,4,2.0,2184.207862,New York,Queens County,40.5974508,-73.7983993,2
5750000,3,3.0,3700.0,United States,New York,40.7231518,-73.9927218,5
468000,3,1.0,2184.207862,New York County,New York,40.7767637,-73.9843469,2
1950000,2,2.0,2184.207862,New York County,New York,40.7341122,-74.004816,5
295000,2,1.0,700.0,Kings County,Brooklyn,40.6196386,-73.9707307,1
2499000,6,2.3738608579684373,4500.0,New York,Kings County,40.6266809,-73.9862742,5
600000,2,2.0,2184.207862,New York,Bronx County,40.8429545,-73.8249591,2
2400000,4,2.0,1892.0,New York,Kings County,40.6674938,-73.9832146,5
4880000,3,3.0,2130.0,New York County,New York,40.7500989,-73.9838104,5
650000,2,2.0,896.0,New York,Queens County,40.7452362,-73.7204545,2
2975000,3,2.0,2184.207862,New York County,New York,40.7733572,-73.961686,5
939000,3,2.0,1700.0,New York,Kings County,40.6089374,-73.9401956,3
849000,3,2.0,2000.0,New York,Richmond County,40.5528489,-74.1699382,3
874999,3,2.0,2868.0,New York,Richmond County,40.5771798,-74.119431,3
1950000,2,2.0,2184.207862,New York County,New York,40.7319226,-73.9968197,5
988000,3,2.0,3061.0,New York,Richmond County,40.5838227,-74.1568196,3
1049000,4,3.0,2400.0,Bronx County,The Bronx,40.881939,-73.9204858,4
224000,1,1.0,2184.207862,Queens County,Queens,40.7276199,-73.84686,1
2750000,3,2.0,2184.207862,New York,New York County,40.7336687,-74.000518,5
11000000,5,2.3738608579684373,2184.207862,New York,Queens County,40.5704687,-73.8558742,5
780000,3,3.0,1236.0,New York,Queens County,40.767546,-73.8314686,3
318000,1,1.0,638.0,New York,Richmond County,40.5698778,-74.1224355,1
845000,1,1.0,2184.207862,New York County,New York,40.7617971,-73.9766275,3
975000,3,2.0,1734.0,New York,Queens County,40.7607676,-73.9056672,3
1750000,1,1.0,2184.207862,New York County,New York,40.7632867,-73.9700993,4
502900,4,2.0,1440.0,New York,Queens County,40.6958663,-73.7450046,2
1328888,3,2.0,1440.0,New York,Kings County,40.6094603,-73.9831636,4
1350000,3,2.0,1584.0,New York,Kings County,40.6096678,-73.9511136,4
99000,1,1.0,859.0,Bronx County,The Bronx,40.8366623,-73.9239586,1
325000,2,1.0,2184.207862,Queens County,Queens,40.7427699,-73.70245,1
699000,1,1.0,2184.207862,Queens,Flushing,40.7441863,-73.9037635,3
375000,1,1.0,900.0,Richmond County,Staten Island,40.638118,-74.073964,1
1650000,7,6.0,2184.207862,New York,New York County,40.8290653,-73.9463359,4
2295000,3,3.0,1615.0,New York County,New York,40.7641145,-73.9651826,5
5999000,3,3.0,3000.0,New York County,New York,40.7798567,-73.9873973,5
875000,2,2.0,1275.0,Kings County,Brooklyn,40.6206952,-74.0402708,3
1498000,9,8.0,2961.0,New York,Kings County,40.5784148,-74.0064631,4
748999,3,2.0,1620.0,New York,Richmond County,40.606691,-74.0724094,3
2700000,16,8.0,8000.0,New York,Kings County,40.7244706,-73.9473969,5
519000,2,1.0,1100.0,Kings County,Brooklyn,40.5813269,-73.9541649,2
1288000,3,2.0,1538.0,United States,New York,40.6013215,-73.986412,4
349000,1,1.0,652.0,Kings County,Brooklyn,40.6259955,-74.0323073,1
375000,1,1.0,1185.0,Richmond County,Staten Island,40.638118,-74.073964,1
675000,3,1.0,1316.0,New York,Richmond County,40.630475,-74.100665,2
749000,2,1.0,2184.207862,New York County,New York,40.7488879,-73.9723947,3
125000,3,1.0,600.0,Bronx County,The Bronx,40.8455961,-73.8264218,1
590000,5,3.0,1152.0,New York,Queens County,40.6019328,-73.7587155,2
925000,2,2.0,1077.0,New York,Kings County,40.6764806,-73.9446731,3
560000,4,2.0,2318.0,New York,Bronx County,40.8056419,-73.9229736,2
769000,3,2.0,1170.0,New York,Richmond County,40.6222601,-74.1349837,3
1988800,3,4.0,2071.0,New York County,New York,40.7400544,-73.9903941,5
4650000,3,3.0,2184.207862,New York,New York County,40.7680852,-73.9572619,5
649000,3,2.0,804.0,Kings County,Brooklyn,40.7031635,-73.9282437,2
1850000,1,1.0,703.0,New York County,New York,40.7328142,-73.995445,4
575000,5,3.0,2076.0,New York,Bronx County,40.8965002,-73.8585406,2
1400000,3,3.0,2184.207862,New York,Queens County,40.7770879,-73.9162687,4
695000,1,1.0,2184.207862,New York County,New York,40.776554,-73.9876401,2
36000000,8,10.0,16000.0,New York,New York County,40.7764017,-73.9629479,5
5950000,6,5.0,2184.207862,New York,New York County,40.7534926,-73.9655356,5
699000,3,2.0,2350.0,New York,Kings County,40.6095856,-73.9253159,3
1190000,3,2.0,1360.0,New York,Kings County,40.6214197,-74.0328467,4
379000,2,1.0,1000.0,Kings County,Brooklyn,40.6211681,-73.9559582,1
999000,3,2.0,950.0,New York,Queens County,40.7644631,-73.8297531,4
539000,1,1.0,2184.207862,New York County,New York,40.7562471,-73.9625705,2
2480000,4,4.0,5150.0,New York,Queens County,40.7932103,-73.8161976,5
459999,1,1.0,640.0,New York,Bronx County,40.8426371,-73.8168754,2
369000,1,1.0,900.0,United States,New York,40.8763984,-73.9184692,1
1230250,3,2.0,1590.0,New York,Queens County,40.7120962,-73.8518076,4
1479000,2,1.0,2184.207862,New York County,New York,40.7375223,-73.9849542,4
262500,1,1.0,2184.207862,Bronx County,The Bronx,40.8819467,-73.9200169,1
235000,3,1.0,2184.207862,Queens County,Queens,40.7469399,-73.8986099,1
799000,6,2.3738608579684373,2000.0,New York,Bronx County,40.9027802,-73.8540588,3
655000,3,2.0,803.0,New York,Kings County,40.6967268,-73.9074036,2
1995000,3,2.0,1376.0,New York County,New York,40.7451522,-73.9927778,5
349980,3,1.0,2184.207862,Queens County,Queens,40.7187728,-73.811168,1
2350000,4,2.0,1847.0,New York County,New York,40.8101077,-73.9546373,5
309999,1,1.0,650.0,Queens County,Queens,40.7589055,-73.9064463,1
430000,2,2.0,1248.0,Richmond County,Staten Island,40.6123868,-74.1511288,2
725000,2,2.0,800.0,Queens County,Queens,40.7427705,-73.8727516,3
699000,1,1.0,616.0,Kings County,Brooklyn,40.6826476,-73.9434923,3
21000000,5,2.3738608579684373,2184.207862,New York County,New York,40.7704869,-73.9648893,5
1295000,3,1.0,2184.207862,New York,Queens County,40.7493551,-73.9158547,4
1030000,2,2.0,1077.0,New York County,New York,40.7849374,-73.9480901,4
649000,3,2.0,1188.0,New York,Kings County,40.610384,-73.910535,2
775000,5,2.0,1600.0,New York,Bronx County,40.8166622,-73.8139448,3
1649000,3,2.0,2052.0,New York,Kings County,40.6164182,-74.0142443,4
259000,1,1.0,2184.207862,Queens County,Queens,40.7365072,-73.8733466,1
220000,1,1.0,900.0,Bronx County,The Bronx,40.8724137,-73.8852231,1
1100000,2,1.0,980.0,New York County,New York,40.7892103,-73.9780213,4
350000,1,1.0,2184.207862,New York County,New York,40.8510315,-73.9416561,1
700000,3,2.0,1245.0,Bronx County,The Bronx,40.8861342,-73.90767,3
999000,4,3.0,2184.207862,New York,Queens County,40.7492036,-73.7045081,4
299000,3,1.0,2184.207862,Kings County,Brooklyn,40.5987787,-73.9350489,1
295000,1,1.0,2184.207862,New York,Bronx County,40.883124,-73.9164633,1
1078000,3,2.0,2184.207862,Queens County,Queens,40.7270139,-73.8523359,4
699000,1,1.0,2184.207862,New York County,New York,40.7780341,-73.9838802,3
520000,3,2.3738608579684373,1705.0,New York,Bronx County,40.8536129,-73.8933593,2
690000,3,2.0,1325.0,New York,Kings County,40.6173476,-73.9131449,2
1650000,3,4.0,2272.0,New York,Kings County,40.5799535,-73.9383472,4
750000,3,2.0,2184.207862,New York,Queens County,40.6743844,-73.8184378,3
970000,4,2.0,2185.0,New York,Queens County,40.6776259,-73.808058,3
588888,3,2.0,1150.0,Queens County,Queens,40.7318958,-73.8599645,2
1050000,3,2.0,1870.0,New York,Bronx County,40.8325495,-73.8167031,4
1699888,3,3.0,2275.0,New York,Queens County,40.6556445,-73.848959,4
610000,1,1.0,673.0,New York County,New York,40.7082816,-74.0180413,2
2499000,7,8.0,3700.0,New York,Kings County,40.6278319,-74.024872,5
950000,3,2.0,2184.207862,New York,Queens County,40.7689418,-73.8785452,3
1049000,3,2.0,2184.207862,New York,Queens County,40.7751162,-73.902397,4
1195000,1,2.0,1330.0,Kings County,Brooklyn,40.7187183,-73.9533885,4
849000,3,2.0,1241.0,Kings County,Brooklyn,40.604405,-73.9751935,3
350000,3,2.3738608579684373,2184.207862,New York,Kings County,40.5844107,-73.9380366,1
578000,2,2.0,900.0,Queens County,Queens,40.7265287,-73.8933039,2
1399000,4,4.0,2049.0,New York,Kings County,40.6890219,-73.9244415,4
1350000,3,5.0,3210.0,New York,Queens County,40.7432038,-73.9105824,4
6495000,6,6.0,5232.0,New York,New York County,40.7863645,-73.9735331,5
399000,1,1.0,2184.207862,New York County,New York,40.7763285,-73.9475088,1
990000,1,1.0,791.0,New York County,New York,40.7804721,-73.9871434,3
4800000,5,6.0,2184.207862,New York,Kings County,40.6912637,-73.9696573,5
1299000,3,2.0,2648.0,New York,Queens County,40.7544269,-73.8114185,4
1788888,4,4.0,2184.207862,New York,Queens County,40.7892182,-73.7997874,4
799000,2,2.0,868.0,Queens County,Queens,40.7696789,-73.772159,3
550000,1,1.0,721.0,Queens County,Queens,40.7539009,-73.8261514,2
299000,3,2.3738608579684373,2184.207862,New York,Kings County,40.6415965,-73.9105958,1
749000,3,2.3738608579684373,2002.0,New York,Kings County,40.6681727,-73.8800267,3
2800000,2,2.0,2184.207862,New York County,New York,40.7734427,-73.9647171,5
198000,1,1.0,2184.207862,Queens County,Queens,40.700309,-73.8535466,1
880000,3,4.0,2100.0,New York,Richmond County,40.551314,-74.1670026,3
3300000,2,2.0,2184.207862,New York County,New York,40.769433,-73.9683331,5
1999999,4,3.0,2729.0,New York County,New York,40.7069134,-74.0085778,5
440000,2,1.0,2184.207862,Queens County,Queens,40.7499534,-73.8912443,2
599000,3,2.0,1196.0,New York,Richmond County,40.6175888,-74.0775836,2
1800000,5,2.0,2184.207862,New York,Kings County,40.6958927,-73.9084857,4
649999,4,1.0,2184.207862,New York,Queens County,40.6936825,-73.7495584,2
499000,2,1.0,2184.207862,Queens County,Queens,40.7537299,-73.88503,2
899000,2,1.0,2184.207862,New York County,New York,40.7661581,-73.985324,3
265000,3,2.3738608579684373,2184.207862,New York,Kings County,40.6743408,-73.9056237,1
349999,1,1.0,2184.207862,Queens County,Queens,40.7318958,-73.8599645,1
225000,3,1.0,2184.207862,Kings County,Brooklyn,40.6570179,-73.8781548,1
15500000,4,6.0,2184.207862,New York,New York County,40.7985635,-73.943597,5
674999,3,2.0,1310.0,New York,Richmond County,40.6213314,-74.1248873,2
280000,1,1.0,2184.207862,Queens County,Queens,40.7533266,-73.8265256,1
589000,3,2.0,2310.0,New York,Richmond County,40.6426635,-74.1108512,2
2150000,2,2.0,1711.0,New York County,New York,40.771979,-73.9889567,5
1699000,5,3.0,2488.0,New York,Kings County,40.5786214,-73.9515728,4
699000,3,2.0,522.0,New York,Kings County,40.6200647,-73.9203764,3
1175000,3,1.0,1500.0,New York County,New York,40.7778949,-73.9750972,4
449000,2,1.0,2184.207862,Queens County,Queens,40.7493102,-73.7118303,2
650000,1,1.0,800.0,New York County,New York,40.7735711,-73.9481587,2
370000,3,1.0,2184.207862,New York County,New York,40.7450423,-73.9839731,1
199999,1,1.0,550.0,Kings County,Brooklyn,40.6079619,-73.9549426,1
1150000,3,2.0,1700.0,New York,Kings County,40.6092336,-73.9930917,4
1650000,3,3.0,1800.0,New York,New York County,40.7870704,-73.9729362,4
2600000,3,3.0,3978.0,New York,Kings County,40.6083914,-74.0100209,5
1695000,3,2.0,1827.0,Kings County,Brooklyn,40.6745841,-73.9623868,4
1075000,2,2.0,955.0,New York County,New York,40.8061576,-73.9550949,4
3000000,5,2.3738608579684373,5000.0,New York,New York County,40.819079,-73.944168,5
2649000,3,3.0,1699.0,New York County,New York,40.7463283,-73.972718,5
1600000,4,2.0,2350.0,New York County,New York,40.7048255,-74.0118183,4
899000,4,2.0,1224.0,New York,Richmond County,40.5985336,-74.127001,3
1399000,13,5.0,2184.207862,Kings County,Brooklyn,40.6550656,-73.9183469,4
2990000,3,2.0,1721.0,New York County,New York,40.7074175,-74.0135328,5
789000,4,2.0,1871.0,New York,Richmond County,40.5248784,-74.2121776,3
738000,3,2.0,2184.207862,New York County,New York,40.7595774,-73.964779,3
1345000,1,2.0,1010.0,New York County,New York,40.776099,-73.944343,4
849999,2,2.0,1365.0,New York,Richmond County,40.562056,-74.1052535,3
1169900,6,4.0,2310.0,New York,Queens County,40.7462943,-73.8609962,4
2225000,2,2.0,1420.0,New York County,New York,40.744042,-73.9755798,5
1149000,3,2.0,1660.0,New York,Kings County,40.6093215,-73.9448683,4
380000,3,2.3738608579684373,600.0,New York,Kings County,40.6789407,-73.8712984,1
395000,2,1.0,2184.207862,Queens County,Queens,40.7284716,-73.8505211,1
849999,4,2.0,2217.0,New York,Kings County,40.6405612,-73.9333874,3
639000,3,2.0,2184.207862,New York,Queens County,40.7447145,-73.8835344,2
399000,1,2.0,1341.0,Queens County,Queens,40.7577991,-73.7159564,1
799999,3,2.3738608579684373,2184.207862,New York,Kings County,40.6789582,-73.9203193,3
1995000,3,3.0,1800.0,New York County,New York,40.7590132,-73.9612618,5
209900,1,1.0,780.0,Kings County,Brooklyn,40.586901,-73.932949,1
13650000,6,2.0,6800.0,New York,New York County,40.7704277,-73.9609013,5
1350000,5,3.0,2082.0,New York,Queens County,40.7284032,-73.7803984,4
769000,2,2.0,992.0,New York,Queens County,40.7810618,-73.8144859,3
3400000,6,6.0,6290.0,New York,Bronx County,40.8969575,-73.9032123,5
950000,1,1.0,2184.207862,New York County,New York,40.751918,-73.9698335,3
2999000,4,2.0,1732.0,New York,Kings County,40.6212043,-73.9908884,5
2800000,2,2.0,1188.0,New York County,New York,40.792204,-73.9655642,5
2200000,3,4.0,1779.0,New York County,New York,40.7685084,-73.9499965,5
349000,2,1.0,900.0,Kings County,Brooklyn,40.5781785,-73.9733314,1
279000,3,1.0,550.0,New York County,New York,40.8712698,-73.9178529,1
1500000,6,2.0,3600.0,New York,New York County,40.8082664,-73.9550742,4
848000,3,3.0,1080.0,New York,Kings County,40.6180243,-73.9971092,3
999999,3,2.0,1880.0,New York,Kings County,40.6325838,-74.0194607,4
1895000,3,2.0,1230.0,Kings County,Brooklyn,40.7032131,-73.9845345,5
739999,4,2.0,1976.0,New York,Richmond County,40.6021404,-74.0713152,3
1099500,2,1.0,2184.207862,New York County,New York,40.731826,-74.0091497,4
278000,1,1.0,2184.207862,Queens County,The Bronx,40.7119297,-73.826361,1
29000000,5,2.3738608579684373,5508.0,New York,New York County,40.7801822,-73.9536507,5
599000,3,1.0,2184.207862,New York County,New York,40.7845842,-73.9713866,2
1275000,1,1.0,1000.0,New York County,New York,40.7635661,-73.9941366,4
2198888,7,6.0,2184.207862,New York,Queens County,40.7032697,-73.9088462,5
1250000,6,3.0,3496.0,New York,Kings County,40.6405629,-73.9073462,4
105509,1,1.0,650.0,Bronx County,The Bronx,40.879078,-73.9175196,1
695000,2,1.0,959.0,New York County,New York,40.7897507,-73.9487257,2
258000,1,1.0,650.0,Kings County,Brooklyn,40.5759986,-73.960785,1
699000,3,2.0,1779.0,Kings County,Brooklyn,40.6104361,-73.9779065,3
1950000,2,4.0,2184.207862,New York County,New York,40.7694785,-73.9653889,5
3695000,10,8.0,2184.207862,New York,New York County,40.7553475,-73.9673212,5
90000,1,1.0,660.0,New York,Richmond County,40.574451,-74.0929448,1
1650000,3,3.0,1800.0,New York,New York County,40.7870704,-73.9729362,4
1299999,12,6.0,4125.0,New York,Kings County,40.7009355,-73.9250748,4
1749999,4,4.0,2600.0,New York,Richmond County,40.595688,-74.0982331,4
2250000,2,2.0,2184.207862,New York County,New York,40.7373809,-74.0040989,5
558000,3,2.0,1108.0,New York,Richmond County,40.5463363,-74.1420026,2
263000,2,1.0,2184.207862,New York,Queens County,40.7320884,-73.7432042,1
389000,1,1.0,900.0,Queens County,Queens,40.7427717,-73.8796707,1
1200000,5,2.0,2184.207862,New York,Richmond County,40.5404111,-74.1957141,4
1989000,2,2.0,1274.0,New York County,New York,40.7603978,-73.9919328,5
600000,2,2.0,2184.207862,Bronx County,The Bronx,40.8855625,-73.9143965,2
299900,1,1.0,525.0,Bronx County,The Bronx,40.8808246,-73.9173093,1
1688000,4,3.0,2880.0,New York,Queens County,40.7897224,-73.8045254,4
279000,2,1.0,2184.207862,Queens County,Queens,40.7069299,-73.82404,1
2350000,6,4.0,2700.0,New York,Queens County,40.7832315,-73.7958397,5
1499000,6,4.0,2184.207862,New York,Kings County,40.6878701,-73.9272448,4
335000,2,1.0,745.0,Queens County,Queens,40.7517899,-73.88467,1
10800000,5,6.0,4544.0,Kings County,Brooklyn,40.692916,-74.0008815,5
2250000,1,1.0,2184.207862,New York County,New York,40.737308,-74.0046666,5
599000,3,1.0,2184.207862,New York County,New York,40.7494678,-73.9717468,2
594900,4,2.0,1355.0,New York,Queens County,40.6824809,-73.7279494,2
749000,1,1.0,2184.207862,New York County,New York,40.7241044,-74.0035529,3
980000,4,3.0,1408.0,New York,Kings County,40.611841,-73.92961,3
1190000,4,2.0,1500.0,New York,Kings County,40.5935138,-73.9556712,4
799000,2,2.0,1549.0,Queens County,Queens,40.7568337,-73.715194,3
299000,1,1.0,2184.207862,Queens County,Queens,40.7607762,-73.8197115,1
6500000,3,4.0,2190.0,New York County,New York,40.746995,-73.989381,5
679000,1,1.0,700.0,New York County,New York,40.7858813,-73.9790257,2
14900000,5,5.0,2184.207862,New York,New York County,40.7758194,-73.9785263,5
650000,3,2.3738608579684373,1638.0,New York,Bronx County,40.8454501,-73.8209766,2
795000,3,3.0,1860.0,New York,Richmond County,40.5763544,-74.1099794,3
669000,3,2.0,864.0,New York,Richmond County,40.5993523,-74.0953882,2
749000,3,1.0,2184.207862,New York,Queens County,40.7714035,-73.733393,3
925000,3,2.0,2184.207862,New York,Queens County,40.7223571,-73.8834031,3
680000,3,2.0,2240.0,New York,Richmond County,40.6193794,-74.075943,2
789888,4,2.0,1865.0,New York,Richmond County,40.5476973,-74.1752129,3
548000,1,1.0,950.0,Queens County,Queens,40.7626705,-73.8191386,2
456000,1,1.0,2184.207862,Queens County,Queens,40.7442352,-73.8797855,2
1494000,1,2.0,1444.0,New York County,New York,40.7719269,-73.949189,4
1775000,2,2.0,2184.207862,Kings County,Brooklyn,40.6965907,-73.9926789,4
140000,3,1.0,507.0,Bronx County,The Bronx,40.8992144,-73.8624103,1
439000,3,1.0,2184.207862,New York County,New York,40.7482797,-73.9715473,2
699000,2,2.0,1766.0,Queens County,Queens,40.5771307,-73.8443159,3
889000,5,2.0,2184.207862,New York,Queens County,40.6939213,-73.810465,3
560000,3,2.0,2184.207862,New York,Bronx County,40.824234,-73.84638,2
9000000,3,2.3738608579684373,2184.207862,New York,Kings County,40.6207751,-74.0273954,5
869000,3,2.0,2184.207862,New York,Kings County,40.6191897,-73.939392,3
680000,1,1.0,2184.207862,Kings County,Brooklyn,40.6915357,-73.9956516,2
1499000,7,6.0,2184.207862,New York,Queens County,40.7952284,-73.8483228,4
275000,2,2.0,969.0,Kings County,Brooklyn,40.6280579,-73.9171101,1
599000,3,2.0,780.0,New York,Richmond County,40.5880538,-74.0858781,2
1250000,3,2.0,2072.0,New York,Richmond County,40.6321382,-74.0806123,4
950000,1,1.0,560.0,New York,New York County,40.7564316,-73.9660912,3
319000,1,1.0,750.0,Kings County,Brooklyn,40.5781785,-73.9733314,1
1195000,2,2.0,2184.207862,New York County,New York,40.77475,-73.9488864,4
389990,2,1.0,886.0,Richmond County,Staten Island,40.5795138,-74.1075247,1
719000,3,2.0,2184.207862,Queens County,Queens,40.7964178,-73.8058096,3
1195000,1,2.0,2184.207862,New York County,New York,40.769824,-73.9571759,4
1100000,9,4.0,3276.0,New York,New York County,40.8307115,-73.9424229,4
915000,8,3.0,1896.0,New York,Bronx County,40.8329348,-73.8535075,3
699000,3,3.0,2184.207862,New York,Queens County,40.6793322,-73.8130504,3
489000,2,1.0,950.0,Kings County,Brooklyn,40.620502,-74.0396973,2
536000,2,2.0,1200.0,Bronx County,The Bronx,40.8881345,-73.9162336,2
1475000,5,3.0,2637.0,New York,Queens County,40.7291232,-73.9042682,4
999000,4,2.0,2184.207862,New York,Queens County,40.7243644,-73.8198856,4
849000,3,2.0,1296.0,New York,Queens County,40.7149915,-73.8775275,3
548000,2,2.0,1354.0,New York,Richmond County,40.5646084,-74.184535,2
675000,2,2.0,1200.0,Kings County,Brooklyn,40.6168668,-74.0380928,2
190000,3,1.0,500.0,Queens County,Queens,40.7122499,-73.78851,1
175000,3,1.0,2184.207862,Kings County,Brooklyn,40.6329634,-73.9709274,1
879000,4,2.0,2240.0,New York,Richmond County,40.5708089,-74.1179169,3
